43081733	43072770	0	0
43084223	43112494	0	0
43084223	43112493	0	0
43084140	43072813	0	0
43084140	43075008	0	0
43084140	43072817	0	0
43077207	43069687	0	0
43083885	43070843	0	0
43083877	43070631	0	0
43117459	43061324	0	0
43081481	43073377	0	0
43081481	43074456	0	0
43081481	43074459	0	0
43081481	43074462	0	0
43081481	43074519	0	0
43081481	43080691	0	0
43081481	43068034	0	0
43081481	43068042	0	0
43081481	43068045	0	0
43081481	43067244	0	0
43081481	43073146	0	0
43081481	43073149	0	0
43081481	43068011	0	0
43081481	43068014	0	0
43081481	43068022	0	0
43081481	43068025	0	0
43081481	43073581	0	0
43081481	43067750	0	0
43081481	43073129	0	0
43081481	43073140	0	0
43081481	43073143	0	0
43081481	43073086	0	0
43081481	43073089	0	0
43081481	43067999	0	0
43081481	43068002	0	0
43081481	43074400	0	0
43081481	43073578	0	0
43081481	43073286	0	0
43081481	43073295	0	0
43081481	43074394	0	0
43081481	43073037	0	0
43081481	43073040	0	0
43081481	43057242	0	0
43081481	43065211	0	0
43081481	43069648	0	0
43081481	43073014	0	0
43081481	43073026	0	0
43081481	43073029	0	0
43081481	43119907	0	0
43081481	43122947	0	0
43081481	43074855	0	0
43081481	43067035	0	0
43081481	43068191	0	0
43081481	43057282	0	0
43081481	43080720	0	0
43081481	43080723	0	0
43081481	43080726	0	0
43081481	43080729	0	0
43081481	43122907	0	0
43081481	43119904	0	0
43081481	43119884	0	0
43081481	43080694	0	0
43081481	43080697	0	0
43081481	43080700	0	0
43081481	43080706	0	0
43081481	43080714	0	0
43081481	43120176	0	0
43081481	43120179	0	0
43081481	43120185	0	0
43081481	43120193	0	0
43081481	43120196	0	0
43081481	43120202	0	0
43081481	43122672	0	0
43081481	43122675	0	0
43081481	43120142	0	0
43081481	43120150	0	0
43081481	43120156	0	0
43081481	43120162	0	0
43081481	43120116	0	0
43081481	43120122	0	0
43081481	43120130	0	0
43081481	43120216	0	0
43081481	43120222	0	0
43081481	43120239	0	0
43081481	43120070	0	0
43081481	43120076	0	0
43081481	43120082	0	0
43081481	43120090	0	0
43081481	43120096	0	0
43081481	43120110	0	0
43081481	43119996	0	0
43081481	43120007	0	0
43081481	43120010	0	0
43081481	43120016	0	0
43081481	43120030	0	0
43081481	43120033	0	0
43081481	43073395	0	0
43081481	43073398	0	0
43081481	43074454	0	0
43081481	43074457	0	0
43081481	43074471	0	0
43081481	43073435	0	0
43081481	43073012	0	0
43081481	43073015	0	0
43081481	43073018	0	0
43081481	43073035	0	0
43081481	43058268	0	0
43081481	43059842	0	0
43081481	43074790	0	0
43081481	43073997	0	0
43081481	43068120	0	0
43081481	43057237	0	0
43081481	43069646	0	0
43081481	43069649	0	0
43081481	43068017	0	0
43081481	43068020	0	0
43081481	43068023	0	0
43081481	43068026	0	0
43081481	43068043	0	0
43081481	43068049	0	0
43081481	43073121	0	0
43081481	43073124	0	0
43081481	43073144	0	0
43081481	43073147	0	0
43081481	43068006	0	0
43081481	43071638	0	0
43081481	43073579	0	0
43081481	43073848	0	0
43081481	43067751	0	0
43081481	43068913	0	0
43081481	43073118	0	0
43081481	43073095	0	0
43081481	43073101	0	0
43081481	43067994	0	0
43081481	43067997	0	0
43081481	43068003	0	0
43081481	43073576	0	0
43081481	43121751	0	0
43081481	43074395	0	0
43081481	43073038	0	0
43081481	43073041	0	0
43081481	43073092	0	0
43081481	43080721	0	0
43081481	43080724	0	0
43081481	43124642	0	0
43081481	43119899	0	0
43081481	43119902	0	0
43081481	43119962	0	0
43081481	43080692	0	0
43081481	43080695	0	0
43081481	43080698	0	0
43081481	43080712	0	0
43081481	43080715	0	0
43081481	43080718	0	0
43081481	43120174	0	0
43081481	43120191	0	0
43081481	43120194	0	0
43081481	43120200	0	0
43081481	43120208	0	0
43081481	43119879	0	0
43081481	43120134	0	0
43081481	43120148	0	0
43081481	43120154	0	0
43081481	43120160	0	0
43081481	43120168	0	0
43081481	43120171	0	0
43081481	43120254	0	0
43081481	43120260	0	0
