43072770	43081733	Multilex has ing	19800101	20991231	
43112494	43084223	Multilex has ing	19800101	20991231	
43112493	43084223	Multilex has ing	19800101	20991231	
43072813	43084140	Multilex has ing	19800101	20991231	
43075008	43084140	Multilex has ing	19800101	20991231	
43072817	43084140	Multilex has ing	19800101	20991231	
43069687	43077207	Multilex has ing	19800101	20991231	
43070843	43083885	Multilex has ing	19800101	20991231	
43070631	43083877	Multilex has ing	19800101	20991231	
43061324	43117459	Multilex has ing	19800101	20991231	
43073377	43081481	Multilex has ing	19800101	20991231	
43074456	43081481	Multilex has ing	19800101	20991231	
43074459	43081481	Multilex has ing	19800101	20991231	
43074462	43081481	Multilex has ing	19800101	20991231	
43074519	43081481	Multilex has ing	19800101	20991231	
43080691	43081481	Multilex has ing	19800101	20991231	
43068034	43081481	Multilex has ing	19800101	20991231	
43068042	43081481	Multilex has ing	19800101	20991231	
43068045	43081481	Multilex has ing	19800101	20991231	
43067244	43081481	Multilex has ing	19800101	20991231	
43073146	43081481	Multilex has ing	19800101	20991231	
43073149	43081481	Multilex has ing	19800101	20991231	
43068011	43081481	Multilex has ing	19800101	20991231	
43068014	43081481	Multilex has ing	19800101	20991231	
43068022	43081481	Multilex has ing	19800101	20991231	
43068025	43081481	Multilex has ing	19800101	20991231	
43073581	43081481	Multilex has ing	19800101	20991231	
43067750	43081481	Multilex has ing	19800101	20991231	
43073129	43081481	Multilex has ing	19800101	20991231	
43073140	43081481	Multilex has ing	19800101	20991231	
43073143	43081481	Multilex has ing	19800101	20991231	
43073086	43081481	Multilex has ing	19800101	20991231	
43073089	43081481	Multilex has ing	19800101	20991231	
43067999	43081481	Multilex has ing	19800101	20991231	
43068002	43081481	Multilex has ing	19800101	20991231	
43074400	43081481	Multilex has ing	19800101	20991231	
43073578	43081481	Multilex has ing	19800101	20991231	
43073286	43081481	Multilex has ing	19800101	20991231	
43073295	43081481	Multilex has ing	19800101	20991231	
43074394	43081481	Multilex has ing	19800101	20991231	
43073037	43081481	Multilex has ing	19800101	20991231	
43073040	43081481	Multilex has ing	19800101	20991231	
43057242	43081481	Multilex has ing	19800101	20991231	
43065211	43081481	Multilex has ing	19800101	20991231	
43069648	43081481	Multilex has ing	19800101	20991231	
43073014	43081481	Multilex has ing	19800101	20991231	
43073026	43081481	Multilex has ing	19800101	20991231	
43073029	43081481	Multilex has ing	19800101	20991231	
43119907	43081481	Multilex has ing	19800101	20991231	
43122947	43081481	Multilex has ing	19800101	20991231	
43074855	43081481	Multilex has ing	19800101	20991231	
43067035	43081481	Multilex has ing	19800101	20991231	
43068191	43081481	Multilex has ing	19800101	20991231	
43057282	43081481	Multilex has ing	19800101	20991231	
43080720	43081481	Multilex has ing	19800101	20991231	
43080723	43081481	Multilex has ing	19800101	20991231	
43080726	43081481	Multilex has ing	19800101	20991231	
43080729	43081481	Multilex has ing	19800101	20991231	
43122907	43081481	Multilex has ing	19800101	20991231	
43119904	43081481	Multilex has ing	19800101	20991231	
43119884	43081481	Multilex has ing	19800101	20991231	
43080694	43081481	Multilex has ing	19800101	20991231	
43080697	43081481	Multilex has ing	19800101	20991231	
43080700	43081481	Multilex has ing	19800101	20991231	
43080706	43081481	Multilex has ing	19800101	20991231	
43080714	43081481	Multilex has ing	19800101	20991231	
43120176	43081481	Multilex has ing	19800101	20991231	
43120179	43081481	Multilex has ing	19800101	20991231	
43120185	43081481	Multilex has ing	19800101	20991231	
43120193	43081481	Multilex has ing	19800101	20991231	
43120196	43081481	Multilex has ing	19800101	20991231	
43120202	43081481	Multilex has ing	19800101	20991231	
43122672	43081481	Multilex has ing	19800101	20991231	
43122675	43081481	Multilex has ing	19800101	20991231	
43120142	43081481	Multilex has ing	19800101	20991231	
43120150	43081481	Multilex has ing	19800101	20991231	
43120156	43081481	Multilex has ing	19800101	20991231	
43120162	43081481	Multilex has ing	19800101	20991231	
43120116	43081481	Multilex has ing	19800101	20991231	
43120122	43081481	Multilex has ing	19800101	20991231	
43120130	43081481	Multilex has ing	19800101	20991231	
43120216	43081481	Multilex has ing	19800101	20991231	
43120222	43081481	Multilex has ing	19800101	20991231	
43120239	43081481	Multilex has ing	19800101	20991231	
43120070	43081481	Multilex has ing	19800101	20991231	
43120076	43081481	Multilex has ing	19800101	20991231	
43120082	43081481	Multilex has ing	19800101	20991231	
43120090	43081481	Multilex has ing	19800101	20991231	
43120096	43081481	Multilex has ing	19800101	20991231	
43120110	43081481	Multilex has ing	19800101	20991231	
43119996	43081481	Multilex has ing	19800101	20991231	
43120007	43081481	Multilex has ing	19800101	20991231	
43120010	43081481	Multilex has ing	19800101	20991231	
43120016	43081481	Multilex has ing	19800101	20991231	
43120030	43081481	Multilex has ing	19800101	20991231	
43120033	43081481	Multilex has ing	19800101	20991231	
43073395	43081481	Multilex has ing	19800101	20991231	
43073398	43081481	Multilex has ing	19800101	20991231	
43074454	43081481	Multilex has ing	19800101	20991231	
43074457	43081481	Multilex has ing	19800101	20991231	
43074471	43081481	Multilex has ing	19800101	20991231	
43073435	43081481	Multilex has ing	19800101	20991231	
43073012	43081481	Multilex has ing	19800101	20991231	
43073015	43081481	Multilex has ing	19800101	20991231	
43073018	43081481	Multilex has ing	19800101	20991231	
43073035	43081481	Multilex has ing	19800101	20991231	
43058268	43081481	Multilex has ing	19800101	20991231	
43059842	43081481	Multilex has ing	19800101	20991231	
43074790	43081481	Multilex has ing	19800101	20991231	
43073997	43081481	Multilex has ing	19800101	20991231	
43068120	43081481	Multilex has ing	19800101	20991231	
43057237	43081481	Multilex has ing	19800101	20991231	
43069646	43081481	Multilex has ing	19800101	20991231	
43069649	43081481	Multilex has ing	19800101	20991231	
43068017	43081481	Multilex has ing	19800101	20991231	
43068020	43081481	Multilex has ing	19800101	20991231	
43068023	43081481	Multilex has ing	19800101	20991231	
43068026	43081481	Multilex has ing	19800101	20991231	
43068043	43081481	Multilex has ing	19800101	20991231	
43068049	43081481	Multilex has ing	19800101	20991231	
43073121	43081481	Multilex has ing	19800101	20991231	
43073124	43081481	Multilex has ing	19800101	20991231	
43073144	43081481	Multilex has ing	19800101	20991231	
43073147	43081481	Multilex has ing	19800101	20991231	
43068006	43081481	Multilex has ing	19800101	20991231	
43071638	43081481	Multilex has ing	19800101	20991231	
43073579	43081481	Multilex has ing	19800101	20991231	
43073848	43081481	Multilex has ing	19800101	20991231	
43067751	43081481	Multilex has ing	19800101	20991231	
43068913	43081481	Multilex has ing	19800101	20991231	
43073118	43081481	Multilex has ing	19800101	20991231	
43073095	43081481	Multilex has ing	19800101	20991231	
43073101	43081481	Multilex has ing	19800101	20991231	
43067994	43081481	Multilex has ing	19800101	20991231	
43067997	43081481	Multilex has ing	19800101	20991231	
43068003	43081481	Multilex has ing	19800101	20991231	
43073576	43081481	Multilex has ing	19800101	20991231	
43121751	43081481	Multilex has ing	19800101	20991231	
43074395	43081481	Multilex has ing	19800101	20991231	
43073038	43081481	Multilex has ing	19800101	20991231	
43073041	43081481	Multilex has ing	19800101	20991231	
43073092	43081481	Multilex has ing	19800101	20991231	
43080721	43081481	Multilex has ing	19800101	20991231	
43080724	43081481	Multilex has ing	19800101	20991231	
43124642	43081481	Multilex has ing	19800101	20991231	
43119899	43081481	Multilex has ing	19800101	20991231	
43119902	43081481	Multilex has ing	19800101	20991231	
43119962	43081481	Multilex has ing	19800101	20991231	
43080692	43081481	Multilex has ing	19800101	20991231	
43080695	43081481	Multilex has ing	19800101	20991231	
43080698	43081481	Multilex has ing	19800101	20991231	
43080712	43081481	Multilex has ing	19800101	20991231	
43080715	43081481	Multilex has ing	19800101	20991231	
43080718	43081481	Multilex has ing	19800101	20991231	
43120174	43081481	Multilex has ing	19800101	20991231	
43120191	43081481	Multilex has ing	19800101	20991231	
43120194	43081481	Multilex has ing	19800101	20991231	
43120200	43081481	Multilex has ing	19800101	20991231	
43120208	43081481	Multilex has ing	19800101	20991231	
43119879	43081481	Multilex has ing	19800101	20991231	
43120134	43081481	Multilex has ing	19800101	20991231	
43120148	43081481	Multilex has ing	19800101	20991231	
43120154	43081481	Multilex has ing	19800101	20991231	
43120160	43081481	Multilex has ing	19800101	20991231	
43120168	43081481	Multilex has ing	19800101	20991231	
43120171	43081481	Multilex has ing	19800101	20991231	
43120254	43081481	Multilex has ing	19800101	20991231	
43120260	43081481	Multilex has ing	19800101	20991231	
43120263	43081481	Multilex has ing	19800101	20991231	
43122673	43081481	Multilex has ing	19800101	20991231	
43123892	43081481	Multilex has ing	19800101	20991231	
43124608	43081481	Multilex has ing	19800101	20991231	
43120220	43081481	Multilex has ing	19800101	20991231	
43120228	43081481	Multilex has ing	19800101	20991231	
43120231	43081481	Multilex has ing	19800101	20991231	
43120237	43081481	Multilex has ing	19800101	20991231	
43120243	43081481	Multilex has ing	19800101	20991231	
43120251	43081481	Multilex has ing	19800101	20991231	
43120094	43081481	Multilex has ing	19800101	20991231	
43120105	43081481	Multilex has ing	19800101	20991231	
43120111	43081481	Multilex has ing	19800101	20991231	
43120114	43081481	Multilex has ing	19800101	20991231	
43120128	43081481	Multilex has ing	19800101	20991231	
43120214	43081481	Multilex has ing	19800101	20991231	
43120028	43081481	Multilex has ing	19800101	20991231	
43120042	43081481	Multilex has ing	19800101	20991231	
43120048	43081481	Multilex has ing	19800101	20991231	
43120054	43081481	Multilex has ing	19800101	20991231	
43120068	43081481	Multilex has ing	19800101	20991231	
43120074	43081481	Multilex has ing	19800101	20991231	
43074466	43081481	Multilex has ing	19800101	20991231	
43064448	43081481	Multilex has ing	19800101	20991231	
43120008	43081481	Multilex has ing	19800101	20991231	
43120014	43081481	Multilex has ing	19800101	20991231	
43120022	43081481	Multilex has ing	19800101	20991231	
43120025	43081481	Multilex has ing	19800101	20991231	
43057255	43081481	Multilex has ing	19800101	20991231	
43073010	43081481	Multilex has ing	19800101	20991231	
43073016	43081481	Multilex has ing	19800101	20991231	
43073033	43081481	Multilex has ing	19800101	20991231	
43073036	43081481	Multilex has ing	19800101	20991231	
43068021	43081481	Multilex has ing	19800101	20991231	
43068024	43081481	Multilex has ing	19800101	20991231	
43068035	43081481	Multilex has ing	19800101	20991231	
43068038	43081481	Multilex has ing	19800101	20991231	
43068041	43081481	Multilex has ing	19800101	20991231	
43068044	43081481	Multilex has ing	19800101	20991231	
43073122	43081481	Multilex has ing	19800101	20991231	
43073139	43081481	Multilex has ing	19800101	20991231	
43073150	43081481	Multilex has ing	19800101	20991231	
43073153	43081481	Multilex has ing	19800101	20991231	
43068015	43081481	Multilex has ing	19800101	20991231	
43068018	43081481	Multilex has ing	19800101	20991231	
43068001	43081481	Multilex has ing	19800101	20991231	
43074401	43081481	Multilex has ing	19800101	20991231	
43074404	43081481	Multilex has ing	19800101	20991231	
43067749	43081481	Multilex has ing	19800101	20991231	
43068914	43081481	Multilex has ing	19800101	20991231	
43062539	43081481	Multilex has ing	19800101	20991231	
43068161	43081481	Multilex has ing	19800101	20991231	
43073039	43081481	Multilex has ing	19800101	20991231	
43073090	43081481	Multilex has ing	19800101	20991231	
43073096	43081481	Multilex has ing	19800101	20991231	
43067998	43081481	Multilex has ing	19800101	20991231	
43119960	43081481	Multilex has ing	19800101	20991231	
43119963	43081481	Multilex has ing	19800101	20991231	
43119966	43081481	Multilex has ing	19800101	20991231	
43057295	43081481	Multilex has ing	19800101	20991231	
43068107	43081481	Multilex has ing	19800101	20991231	
43074859	43081481	Multilex has ing	19800101	20991231	
43080710	43081481	Multilex has ing	19800101	20991231	
43080713	43081481	Multilex has ing	19800101	20991231	
43080716	43081481	Multilex has ing	19800101	20991231	
43080719	43081481	Multilex has ing	19800101	20991231	
43119903	43081481	Multilex has ing	19800101	20991231	
43119943	43081481	Multilex has ing	19800101	20991231	
43120189	43081481	Multilex has ing	19800101	20991231	
43120206	43081481	Multilex has ing	19800101	20991231	
43080693	43081481	Multilex has ing	19800101	20991231	
43080696	43081481	Multilex has ing	19800101	20991231	
43080704	43081481	Multilex has ing	19800101	20991231	
43080707	43081481	Multilex has ing	19800101	20991231	
43120146	43081481	Multilex has ing	19800101	20991231	
43120152	43081481	Multilex has ing	19800101	20991231	
43120155	43081481	Multilex has ing	19800101	20991231	
43120163	43081481	Multilex has ing	19800101	20991231	
43120169	43081481	Multilex has ing	19800101	20991231	
43120183	43081481	Multilex has ing	19800101	20991231	
43120232	43081481	Multilex has ing	19800101	20991231	
43120235	43081481	Multilex has ing	19800101	20991231	
43120249	43081481	Multilex has ing	19800101	20991231	
43120258	43081481	Multilex has ing	19800101	20991231	
43120132	43081481	Multilex has ing	19800101	20991231	
43120140	43081481	Multilex has ing	19800101	20991231	
43120109	43081481	Multilex has ing	19800101	20991231	
43120120	43081481	Multilex has ing	19800101	20991231	
43120126	43081481	Multilex has ing	19800101	20991231	
43120212	43081481	Multilex has ing	19800101	20991231	
43120226	43081481	Multilex has ing	19800101	20991231	
43120229	43081481	Multilex has ing	19800101	20991231	
43120049	43081481	Multilex has ing	19800101	20991231	
43120060	43081481	Multilex has ing	19800101	20991231	
43120080	43081481	Multilex has ing	19800101	20991231	
43120086	43081481	Multilex has ing	19800101	20991231	
43120092	43081481	Multilex has ing	19800101	20991231	
43120103	43081481	Multilex has ing	19800101	20991231	
43119994	43081481	Multilex has ing	19800101	20991231	
43119997	43081481	Multilex has ing	19800101	20991231	
43120003	43081481	Multilex has ing	19800101	20991231	
43120020	43081481	Multilex has ing	19800101	20991231	
43120037	43081481	Multilex has ing	19800101	20991231	
43120046	43081481	Multilex has ing	19800101	20991231	
43074464	43081481	Multilex has ing	19800101	20991231	
43074470	43081481	Multilex has ing	19800101	20991231	
43070093	43081481	Multilex has ing	19800101	20991231	
43121743	43081481	Multilex has ing	19800101	20991231	
43121755	43081481	Multilex has ing	19800101	20991231	
43123564	43081481	Multilex has ing	19800101	20991231	
43073028	43081481	Multilex has ing	19800101	20991231	
43073031	43081481	Multilex has ing	19800101	20991231	
43073034	43081481	Multilex has ing	19800101	20991231	
43073348	43081481	Multilex has ing	19800101	20991231	
43074453	43081481	Multilex has ing	19800101	20991231	
43074461	43081481	Multilex has ing	19800101	20991231	
43068036	43081481	Multilex has ing	19800101	20991231	
43068039	43081481	Multilex has ing	19800101	20991231	
43074797	43081481	Multilex has ing	19800101	20991231	
43075152	43081481	Multilex has ing	19800101	20991231	
43059108	43081481	Multilex has ing	19800101	20991231	
43069650	43081481	Multilex has ing	19800101	20991231	
43073128	43081481	Multilex has ing	19800101	20991231	
43073137	43081481	Multilex has ing	19800101	20991231	
43073154	43081481	Multilex has ing	19800101	20991231	
43068010	43081481	Multilex has ing	19800101	20991231	
43068016	43081481	Multilex has ing	19800101	20991231	
43068027	43081481	Multilex has ing	19800101	20991231	
43067996	43081481	Multilex has ing	19800101	20991231	
43068004	43081481	Multilex has ing	19800101	20991231	
43074405	43081481	Multilex has ing	19800101	20991231	
43068236	43081481	Multilex has ing	19800101	20991231	
43073575	43081481	Multilex has ing	19800101	20991231	
43073117	43081481	Multilex has ing	19800101	20991231	
43073085	43081481	Multilex has ing	19800101	20991231	
43073088	43081481	Multilex has ing	19800101	20991231	
43073094	43081481	Multilex has ing	19800101	20991231	
43073097	43081481	Multilex has ing	19800101	20991231	
43073108	43081481	Multilex has ing	19800101	20991231	
43067993	43081481	Multilex has ing	19800101	20991231	
43120187	43081481	Multilex has ing	19800101	20991231	
43120198	43081481	Multilex has ing	19800101	20991231	
43120204	43081481	Multilex has ing	19800101	20991231	
43057293	43081481	Multilex has ing	19800101	20991231	
43065428	43081481	Multilex has ing	19800101	20991231	
