sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,term,conceptId,conceptName,conceptClass,vocabulary,conceptCode,validStartDate,validEndDate,invalidReason,domains,additionalInformation
ACE untis,Angiotensin converting enzyme units,0,,0.4427341818809509,UNCHECKED,complement activity enzyme unit,8998,complement activity enzyme unit,Unit,UCUM,[CAE'U],19700101,20991231,,Unit,
APS Unit,Arbitrary units IgA isotype Ptd-L-Ser antibodies,0,,0.39079657196998596,UNCHECKED,per arbitrary unit,9235,per arbitrary unit,Unit,UCUM,/[arb'U],19700101,20991231,,Unit,
APS Unit/mL,Arbitrary units IgA isotype Ptd-L-Ser antibodies/milliliter,0,,0.4174290597438812,UNCHECKED,arbitrary unit per milliliter,8980,arbitrary unit per milliliter,Unit,UCUM,[arb'U]/mL,19700101,20991231,,Unit,
APL Unit/mL,Arbitrary units IgA isotype PL antigens per milliliter,0,,0.6191471219062805,UNCHECKED,arbitrary unit per milliliter,8980,arbitrary unit per milliliter,Unit,UCUM,[arb'U]/mL,19700101,20991231,,Unit,
GPL Unit/mL,Arbitrary units IgG isotype PL antigens per milliliter,0,,0.6167267560958862,UNCHECKED,arbitrary unit per milliliter,8980,arbitrary unit per milliliter,Unit,UCUM,[arb'U]/mL,19700101,20991231,,Unit,
MPS Unit,Arbitrary units IgM isotype Ptd-L-Ser antigens,0,,0.3947407901287079,UNCHECKED,per arbitrary unit,9235,per arbitrary unit,Unit,UCUM,/[arb'U],19700101,20991231,,Unit,
MPS Unit/mL,Arbitrary units IgM isotype Ptd-L-Ser antigens/milliliter,0,,0.41550472378730774,UNCHECKED,arbitrary unit per milliliter,8980,arbitrary unit per milliliter,Unit,UCUM,[arb'U]/mL,19700101,20991231,,Unit,
MPL Unit/mL,Arbitrary units IgM isotype PL antigens per milliliter,0,,0.6146582961082458,UNCHECKED,arbitrary unit per milliliter,8980,arbitrary unit per milliliter,Unit,UCUM,[arb'U]/mL,19700101,20991231,,Unit,
Bandage,Bandage,0,,1.0,APPROVED,bandage,45756986,bandage,Qualifier Value,SNOMED,8091811000001107,19700101,20991231,,Unit,
Base pr,Base pair,0,,0.409845769405365,UNCHECKED,baseline,8568,baseline,Unit,UCUM,{baseline},19700101,20991231,,Unit,
Bq,Becquerel,0,,1.0,APPROVED,becquerel,9469,becquerel,Unit,UCUM,Bq,19700101,20991231,,Unit,
Bethesda Units/mL,Bethesda unit per Milliliter,0,,0.9929477572441101,APPROVED,Bethesda unit per milliliter,44777562,Bethesda unit per milliliter,Unit,UCUM,[beth'U]/mL,19700101,20991231,,Unit,
Calorie/oz,Calories per ounce,0,,0.7996761798858643,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
Capsules,Capsules,0,,0.16165411472320557,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
Cartridges,Cartridges,0,,0.937542200088501,APPROVED,cartridge,45756945,cartridge,Qualifier Value,SNOMED,3317111000001105,19700101,20991231,,Unit,
{Cells}/mm3,Cells per cubic millimeter,0,,0.9944329261779785,APPROVED,cells per cubic millimeter,8888,cells per cubic millimeter,Unit,UCUM,{cells}/mm3,19700101,20991231,,Unit,
{Cells}/mL,Cells per milliliter,0,,0.7895494699478149,UNCHECKED,per milliliter,9257,per milliliter,Unit,UCUM,/mL,19700101,20991231,,Unit,
cm/sec,Centimeter per second,0,,0.855972170829773,UNCHECKED,meter per second,44777606,meter per second,Unit,UCUM,m/s,19700101,20991231,,Unit,
cm/sec/sec,Centimeter per second per second,0,,0.8164007663726807,UNCHECKED,meter per second,44777606,meter per second,Unit,UCUM,m/s,19700101,20991231,,Unit,
cM,Centimorgan,0,,0.37618687748908997,UNCHECKED,centimeter,8582,centimeter,Unit,UCUM,cm,19700101,20991231,,Unit,
[CFU]/dL,Colony Forming Units per Deciliter,0,,0.7731866836547852,UNCHECKED,colony forming unit,9278,colony forming unit,Unit,UCUM,[CFU],19700101,20991231,,Unit,
Containers,Containers,0,,0.8874172568321228,UNCHECKED,container,45756980,container,Qualifier Value,SNOMED,8084111000001101,19700101,20991231,,Unit,
Da,Dalton,0,,0.2573803663253784,UNCHECKED,stone,9410,stone,Unit,UCUM,[stone_av],19700101,20991231,,Unit,
dL/day,Deciliter per Day,0,,0.7845695614814758,UNCHECKED,per deciliter,9245,per deciliter,Unit,UCUM,/dL,19700101,20991231,,Unit,
dL/h,Deciliter per Hour,0,,0.795474112033844,UNCHECKED,liter per hour,44777603,liter per hour,Unit,UCUM,L/h,19700101,20991231,,Unit,
dL/min,Deciliter per Minute,0,,0.8085147142410278,UNCHECKED,liter per minute,8698,liter per minute,Unit,UCUM,L/min,19700101,20991231,,Unit,
arcdegree,Degrees of Arc,0,,0.7059544324874878,UNCHECKED,degree,9484,degree,Unit,UCUM,deg,19700101,20991231,,Unit,
DG,"Delta G (DG), the Gibbs free energy of transfer",0,,0.12060804665088654,UNCHECKED,standard acceleration of free fall,9313,standard acceleration of free fall,Unit,UCUM,[g],19700101,20991231,,Unit,
Delta optic dens,Delta optical density,0,,0.20626163482666016,UNCHECKED,diopter,9291,diopter,Unit,UCUM,[diop],19700101,20991231,,Unit,
Device,Device,0,,1.0,APPROVED,device,45756958,device,Qualifier Value,SNOMED,3318711000001107,19700101,20991231,,Unit,
DPM,Disintegrations per Minute,0,,0.6084421873092651,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
Dressing,Dressing,0,,1.0,APPROVED,dressing,45756966,dressing,Qualifier Value,SNOMED,3320111000001103,19700101,20991231,,Unit,
Drops/min,Drops per Minute,0,,0.7365548610687256,UNCHECKED,per minute,8541,per minute,Unit,UCUM,/min,19700101,20991231,,Unit,
Endotoxin/mL,Endotoxin Units per Milliliter,0,,0.6439485549926758,UNCHECKED,unit per milliliter,8763,unit per milliliter,Unit,UCUM,[U]/mL,19700101,20991231,,Unit,
fL/mL,Femtomole per Milliliter,0,,0.9932497143745422,APPROVED,femtomole per milliliter,9501,femtomole per milliliter,Unit,UCUM,fmol/mL,19700101,20991231,,Unit,
FIO2,FIO2 - Inspired fraction of oxygen,0,,0.3467165231704712,UNCHECKED,percent oxygen,9230,percent oxygen,Unit,UCUM,%{oxygen},19700101,20991231,,Unit,
[foz_us],Fluid ounce,0,,0.6669179797172546,UNCHECKED,fluid ounce (US),9304,fluid ounce (US),Unit,UCUM,[foz_us],19700101,20991231,,Unit,
g/g dry wgt tiss,Gram per Gram dry weight tissue,0,,0.7973857522010803,UNCHECKED,microgram per gram dry weight,9660,microgram per gram dry weight,Unit,UCUM,ug/g{dry'wt},19700101,20991231,,Unit,
Gauge dup,Gauge dup,0,,0.3573976457118988,UNCHECKED,Gauss,9502,Gauss,Unit,UCUM,G,19700101,20991231,,Unit,
Gel,Gel,0,,0.11463647335767746,UNCHECKED,bel,9457,bel,Unit,UCUM,B,19700101,20991231,,Unit,
GBg,Gigabecquerel (GBg),0,,0.6800310611724854,UNCHECKED,Gigabecquerel,45891031,Gigabecquerel,Unit,UCUM,GBq,19700101,20991231,,Unit,
g/m2/min,Grams per Square Meter per Minute,0,,0.7295246720314026,UNCHECKED,gram per square meter,9513,gram per square meter,Unit,UCUM,g/m2,19700101,20991231,,Unit,
g.m,Gram-meter,0,,1.0,APPROVED,gram-meter,9504,gram-meter,Unit,UCUM,g.m,19700101,20991231,,Unit,
g/210 L,Grams per 210 liters,0,,0.37105730175971985,UNCHECKED,gram per liter,8636,gram per liter,Unit,UCUM,g/L,19700101,20991231,,Unit,
H score,H score,0,,0.7281856536865234,UNCHECKED,score,44777566,score,Unit,UCUM,[score],19700101,20991231,,Unit,
h:min,Hour:minutes,0,,0.3446625769138336,UNCHECKED,minute,9211,minute,Unit,UCUM,',19700101,20991231,,Unit,
Inhalers,Inhalers,0,,0.23401182889938354,UNCHECKED,percent inhibition,8738,percent inhibition,Unit,UCUM,%{inhibition},19700101,20991231,,Unit,
[IU]/kg/d,International Unit per Kilogram per Day,0,,0.8841389417648315,UNCHECKED,international unit per kilogram,9335,international unit per kilogram,Unit,UCUM,[iU]/kg,19700101,20991231,,Unit,
[iU]/kg/h,International Unit per Kilogram per Hour,0,,0.8838614821434021,UNCHECKED,international unit per kilogram,9335,international unit per kilogram,Unit,UCUM,[iU]/kg,19700101,20991231,,Unit,
[iU]/kg/min,International Unit per Kilogram per Minute,0,,0.8721632361412048,UNCHECKED,international unit per kilogram,9335,international unit per kilogram,Unit,UCUM,[iU]/kg,19700101,20991231,,Unit,
[iU]/mmol,International Unit per Millimoles,0,,0.7467999458312988,UNCHECKED,international unit per milligram,45891019,international unit per milligram,Unit,UCUM,[iU]/mg,19700101,20991231,,Unit,
[iU]/m2/d,International Unit per Square Meter per Day,0,,0.6955376863479614,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
Item score,Item score,0,,0.5991060137748718,UNCHECKED,score,44777566,score,Unit,UCUM,[score],19700101,20991231,,Unit,
KLK units/mL,Kallikrein Inhibitory Units per Milliliter,0,,0.7308147549629211,UNCHECKED,Kallikrein inactivator unit per milliliter,45891026,Kallikrein inactivator unit per milliliter,Unit,UCUM,[KIU]/mL,19700101,20991231,,Unit,
KBq,Kilobecquerel (KBq),0,,0.6760222911834717,UNCHECKED,kilobecquerel,45891008,kilobecquerel,Unit,UCUM,kBq,19700101,20991231,,Unit,
kCal/dL,Kilocalories per Deciliter,0,,0.6766188740730286,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kCal/g,Kilocalories per Gram,0,,0.7343896627426147,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kCal/h,Kilocalories per Hour,0,,0.7320622205734253,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kCal/kg/min,Kilocalories per Kilogram per Minute,0,,0.7552964091300964,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
kCal/mL,Kilocalories per Milliliter,0,,0.6746117472648621,UNCHECKED,copies per milliliter,8799,copies per milliliter,Unit,UCUM,{copies}/mL,19700101,20991231,,Unit,
kCal/min,Kilocalories per Minute,0,,0.7062814235687256,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kCal/[oz_av],Kilocalories per Ounce,0,,0.9970441460609436,APPROVED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kCal/Tbs,Kilocalories per Tablespoon,0,,0.6303176283836365,UNCHECKED,tablespoon,9412,tablespoon,Unit,UCUM,[tbs_us],19700101,20991231,,Unit,
kCal/tsp,Kilocalories per Teaspoon,0,,0.6274566650390625,UNCHECKED,teaspoon,9416,teaspoon,Unit,UCUM,[tsp_us],19700101,20991231,,Unit,
kCal/kCal,Kilocalories per Total Kilocalories,0,,0.6583648920059204,UNCHECKED,kilocalories per ounce,9528,kilocalories per ounce,Unit,UCUM,kcal/[oz_av],19700101,20991231,,Unit,
kg/d,Kilogram per Day,0,,0.7360844016075134,UNCHECKED,kilogram per liter,9530,kilogram per liter,Unit,UCUM,kg/L,19700101,20991231,,Unit,
kg/m2,Kilograms per Square Meter,0,,0.8643041253089905,UNCHECKED,kilogram per square meter,9531,kilogram per square meter,Unit,UCUM,kg/m2,19700101,20991231,,Unit,
kg/day,Kilograms per 24 hour (day),0,,0.512049674987793,UNCHECKED,gram per 24 hours,8807,gram per 24 hours,Unit,UCUM,g/(24.h),19700101,20991231,,Unit,
kJ/day,Kilojoule per Day,0,,0.4606991112232208,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
kJ/dL,Kilojoule per Deciliter,0,,0.4984968900680542,UNCHECKED,per deciliter,9245,per deciliter,Unit,UCUM,/dL,19700101,20991231,,Unit,
kJ/h,Kilojoule per Hour,0,,0.4617522656917572,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
kJ/kg,Kilojoule per Kilogram,0,,0.6422122120857239,UNCHECKED,per kilogram,9252,per kilogram,Unit,UCUM,/kg,19700101,20991231,,Unit,
kJ/kg/day,Kilojoule per Kilogram per Day,0,,0.6068986058235168,UNCHECKED,gram per kilogram,9512,gram per kilogram,Unit,UCUM,g/kg,19700101,20991231,,Unit,
kJ/kg/h,Kilojoule per Kilogram per Hour,0,,0.6469189524650574,UNCHECKED,microgram per kilogram per hour,9690,microgram per kilogram per hour,Unit,UCUM,ug/kg/h,19700101,20991231,,Unit,
kJ/kg/min,Kilojoule per Kilogram per Minute,0,,0.6376534700393677,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
kJ/L,Kilojoule per Liter,0,,0.4711759388446808,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
kJ/mL,Kilojoule per Milliliter,0,,0.5447945594787598,UNCHECKED,per milliliter,9257,per milliliter,Unit,UCUM,/mL,19700101,20991231,,Unit,
kJ/min,Kilojoule per Minute,0,,0.4537353217601776,UNCHECKED,joule,9522,joule,Unit,UCUM,J,19700101,20991231,,Unit,
kPa,Kilopascal,0,,1.0,APPROVED,kilopascal,44777602,kilopascal,Unit,UCUM,kPa,19700101,20991231,,Unit,
L/kg,Liters per Kilogram,0,,0.8804040551185608,UNCHECKED,liter per kilogram,9542,liter per kilogram,Unit,UCUM,L/kg,19700101,20991231,,Unit,
L/L,Liters per Liter,0,,0.7084338068962097,UNCHECKED,per liter,9254,per liter,Unit,UCUM,/L,19700101,20991231,,Unit,
{Log_copies}/mL,Log Copies per Milliliter,0,,0.9916720986366272,APPROVED,log copies per milliliter,8873,log copies per milliliter,Unit,UCUM,lg({copies})/mL,19700101,20991231,,Unit,
MBg,Megabecquerel,0,,1.0,APPROVED,Megabecquerel,45891007,Megabecquerel,Unit,UCUM,MBq,19700101,20991231,,Unit,
M/sec,Meter per Second,0,,0.9842894673347473,APPROVED,meter per second,44777606,meter per second,Unit,UCUM,m/s,19700101,20991231,,Unit,
ueq/L,Microequivalents per Liter,0,,0.9295533299446106,UNCHECKED,microequivalent per liter,8875,microequivalent per liter,Unit,UCUM,10*-6.eq/L,19700101,20991231,,Unit,
ug{FEU}/mL,Micrograms Fibrinogen Equivalent Units/mL,0,,0.6984771490097046,UNCHECKED,microgram of fibrinogen equivalent unit per milliliter,8989,microgram of fibrinogen equivalent unit per milliliter,Unit,UCUM,ug{FEU}/mL,19700101,20991231,,Unit,
ug/uL,Micrograms per Microliter,0,,0.6807533502578735,UNCHECKED,per microliter,8647,per microliter,Unit,UCUM,/uL,19700101,20991231,,Unit,
ug/mmol,Micrograms per Millimole,0,,0.715555727481842,UNCHECKED,microgram per millimole of creatinine,44777646,microgram per millimole of creatinine,Unit,UCUM,ug/mmol{creat},19700101,20991231,,Unit,
mOhm,Microhm,0,,0.7883119583129883,UNCHECKED,ohm,9618,ohm,Unit,UCUM,Ohm,19700101,20991231,,Unit,
umol/h/g,Micromoles per Hour per Gram,0,,0.7257140278816223,UNCHECKED,micromole per gram,9668,micromole per gram,Unit,UCUM,umol/g,19700101,20991231,,Unit,
umol/h/mL,Micromoles per Hour per Milliliter,0,,0.8551906943321228,UNCHECKED,micromole per hour and milliliter,44777653,micromole per hour and milliliter,Unit,UCUM,umol/h/mL,19700101,20991231,,Unit,
umol/mmol,Micromoles per Millimole,0,,0.8772521615028381,UNCHECKED,micromole per millimole,44777656,micromole per millimole,Unit,UCUM,umol/mmol,19700101,20991231,,Unit,
umol/min,Micromoles per Minute,0,,0.8865292072296143,UNCHECKED,micromole per minute,44777655,micromole per minute,Unit,UCUM,umol/min,19700101,20991231,,Unit,
umol/spec,Micromoles per Specimen,0,,0.6424396634101868,UNCHECKED,micromole,9667,micromole,Unit,UCUM,umol,19700101,20991231,,Unit,
umol/g/yr,Micromoles per gram per year,0,,0.6518440246582031,UNCHECKED,per year,44777560,per year,Unit,UCUM,/y,19700101,20991231,,Unit,
mcU/spec,MicroUnit per Specimen,0,,0.9973664879798889,APPROVED,microunit per specimen,44777584,microunit per specimen,Unit,UCUM,10*-6.[U]/{spec},19700101,20991231,,Unit,
mcV,Microvolts,0,,0.7463958263397217,UNCHECKED,bel microvolt,9461,bel microvolt,Unit,UCUM,B[uV],19700101,20991231,,Unit,
mgPE,Milligram Phosphenytoin Equivalents (mgPE),0,,0.39365237951278687,UNCHECKED,milligram of fibrinogen equivalent unit per liter,44777663,milligram of fibrinogen equivalent unit per liter,Unit,UCUM,mg{FEU}/L,19700101,20991231,,Unit,
mgPE/kg,Milligram Phosphenytoin Equivalents/kilogram,0,,0.4567028284072876,UNCHECKED,milliequivalent per kilogram,9556,milliequivalent per kilogram,Unit,UCUM,10*-3.eq/kg,19700101,20991231,,Unit,
mg/m2/h,Milligrams per Square Meter per Hour,0,,0.7935778498649597,UNCHECKED,milligram per square meter,9563,milligram per square meter,Unit,UCUM,mg/m2,19700101,20991231,,Unit,
mg/2h,Milligrams per 2 Hours,0,,0.6829211711883545,UNCHECKED,milligram per 12 hours,8908,milligram per 12 hours,Unit,UCUM,mg/(12.h),19700101,20991231,,Unit,
mg/spec,Milligrams per Specimen,0,,0.6358049511909485,UNCHECKED,milligram,8576,milligram,Unit,UCUM,mg,19700101,20991231,,Unit,
mL/sec,Milliliters per Second,0,,0.8619986772537231,UNCHECKED,milliliter per second,44777614,milliliter per second,Unit,UCUM,mL/s,19700101,20991231,,Unit,
mL/L,Milliliters per Liter,0,,0.8006671071052551,UNCHECKED,milliliter per liter,45891013,milliliter per liter,Unit,UCUM,mL/L,19700101,20991231,,Unit,
mL/m2/day,Milliliters per Square Meter per Day,0,,0.6767589449882507,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
mL/m2/h,Milliliters per Square Meter per Hour,0,,0.6765540838241577,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
mL/min/kg,Milliliters per Minute per Kilogram,0,,0.8012983202934265,UNCHECKED,milliliter per kilogram,9571,milliliter per kilogram,Unit,UCUM,mL/kg,19700101,20991231,,Unit,
mL/min/SA,Milliliters per Minute per Surface Area,0,,0.6794805526733398,UNCHECKED,milliliter per minute,8795,milliliter per minute,Unit,UCUM,mL/min,19700101,20991231,,Unit,
mL/mL of admin vol,Milliliters per Milliliter of Administered Volume,0,,0.5660184025764465,UNCHECKED,per milliliter,9257,per milliliter,Unit,UCUM,/mL,19700101,20991231,,Unit,
mL/min/m2,Milliliters per Minute per Square meter,0,,0.7159238457679749,UNCHECKED,milliliter per minute per 1.73 square meter,9117,milliliter per minute per 1.73 square meter,Unit,UCUM,mL/min/1.73.m2,19700101,20991231,,Unit,
mm/1st h,Millimeters 1st hour,0,,0.5508548021316528,UNCHECKED,millimeter per hour,8752,millimeter per hour,Unit,UCUM,mm/h,19700101,20991231,,Unit,
mmol/mmol dup,Millimoles per Millimole dup,0,,0.7540120482444763,UNCHECKED,millimole per millimole,44777618,millimole per millimole,Unit,UCUM,mmol/mmol,19700101,20991231,,Unit,
mmol/1.73m2,Millimoles per 1.73 Square Meter,0,,0.7891296148300171,UNCHECKED,milliliter per minute per 1.73 square meter,9117,milliliter per minute per 1.73 square meter,Unit,UCUM,mL/min/1.73.m2,19700101,20991231,,Unit,
mmol/h,Millimoles per Hour,0,,0.7208067178726196,UNCHECKED,millimole,9573,millimole,Unit,UCUM,mmol,19700101,20991231,,Unit,
mmol/mmol,Millimoles per Millimole,0,,0.8765543699264526,UNCHECKED,millimole per millimole,44777618,millimole per millimole,Unit,UCUM,mmol/mmol,19700101,20991231,,Unit,
mmol/mol,Millimoles per Mole,0,,0.8476123809814453,UNCHECKED,millimole per millimole,44777618,millimole per millimole,Unit,UCUM,mmol/mmol,19700101,20991231,,Unit,
10*6/h,Million Units per Hour,0,,0.7026622891426086,UNCHECKED,Million unit,9689,Million unit,Unit,UCUM,10*6.[U],19700101,20991231,,Unit,
10*6/m2,Million Units per Meter Squared,0,,0.66750168800354,UNCHECKED,per square meter,9255,per square meter,Unit,UCUM,/m2,19700101,20991231,,Unit,
mosm/dL,Milliosmoles per Deciliter,0,,0.7416843771934509,UNCHECKED,milliosmole per liter,9591,milliosmole per liter,Unit,UCUM,mosm/L,19700101,20991231,,Unit,
mosm/L,Milliosmoles per Liter,0,,0.9064782857894897,UNCHECKED,milliosmole per liter,9591,milliosmole per liter,Unit,UCUM,mosm/L,19700101,20991231,,Unit,
mosm/mL,Milliosmoles per Milliliter,0,,0.7469494938850403,UNCHECKED,milliosmole per liter,9591,milliosmole per liter,Unit,UCUM,mosm/L,19700101,20991231,,Unit,
mPas,Millipascal seconds,0,,0.9193785786628723,UNCHECKED,millipascal second,44777622,millipascal second,Unit,UCUM,mPa.s,19700101,20991231,,Unit,
msec,Milliseconds,0,,0.8777663707733154,UNCHECKED,millisecond,9593,millisecond,Unit,UCUM,ms,19700101,20991231,,Unit,
munit,Milliunit,0,,0.8208456039428711,UNCHECKED,milliunit per liter,44777578,milliunit per liter,Unit,UCUM,10*-3.[U]/L,19700101,20991231,,Unit,
munit/day,Milliunit per Day,0,,0.7950839996337891,UNCHECKED,milliunit per liter,44777578,milliunit per liter,Unit,UCUM,10*-3.[U]/L,19700101,20991231,,Unit,
munit/h,Milliunit per Hour,0,,0.7947003245353699,UNCHECKED,milliunit per liter,44777578,milliunit per liter,Unit,UCUM,10*-3.[U]/L,19700101,20991231,,Unit,
munit/kg/day,Milliunit per Kilogram per Day,0,,0.6703410148620605,UNCHECKED,milligram per kilogram,9562,milligram per kilogram,Unit,UCUM,mg/kg,19700101,20991231,,Unit,
munit/kg/h,Milliunit per Kilogram per Hour,0,,0.7513476610183716,UNCHECKED,milligram per kilogram per hour,9691,milligram per kilogram per hour,Unit,UCUM,mg/kg/h,19700101,20991231,,Unit,
munit/kg/min,Milliunit per Kilogram per Minute,0,,0.7558808326721191,UNCHECKED,milligram per kilogram per minute,9692,milligram per kilogram per minute,Unit,UCUM,mg/kg/min,19700101,20991231,,Unit,
mU/L,Milliunit per Liter,0,,0.9935603737831116,APPROVED,milliunit per liter,44777578,milliunit per liter,Unit,UCUM,10*-3.[U]/L,19700101,20991231,,Unit,
munit/mL,Milliunit per Milliliter,0,,0.9423929452896118,APPROVED,milliunit per milliliter,8719,milliunit per milliliter,Unit,UCUM,10*-3.[U]/mL,19700101,20991231,,Unit,
munit/min,Milliunit per Minute,0,,0.7908792495727539,UNCHECKED,milliunit per milligram,9596,milliunit per milligram,Unit,UCUM,10*-3.[U]/mg,19700101,20991231,,Unit,
ng/kg/day,Nanograms per Kilograms per Day,0,,0.7274192571640015,UNCHECKED,nanogram per kilogram,9602,nanogram per kilogram,Unit,UCUM,ng/kg,19700101,20991231,,Unit,
ng/kg/h,Nanograms per Kilograms per Hour,0,,0.7271617650985718,UNCHECKED,nanogram per kilogram,9602,nanogram per kilogram,Unit,UCUM,ng/kg,19700101,20991231,,Unit,
ng TDP/gm,Nanograms TDP per Gram,0,,0.46164196729660034,UNCHECKED,nanogram per gram,8701,nanogram per gram,Unit,UCUM,ng/g,19700101,20991231,,Unit,
ng/umol,Nanograms per Micromole,0,,0.5859997868537903,UNCHECKED,microgram per nanogram,9664,microgram per nanogram,Unit,UCUM,ug/ng,19700101,20991231,,Unit,
ng/munit,Nanograms per milliUnit,0,,0.6953250765800476,UNCHECKED,milliunit per milligram,9596,milliunit per milligram,Unit,UCUM,10*-3.[U]/mg,19700101,20991231,,Unit,
ng/min,Nanograms per Minute,0,,0.585434079170227,UNCHECKED,nanogram,9600,nanogram,Unit,UCUM,ng,19700101,20991231,,Unit,
ng/m2,Nanograms per Square Meter,0,,0.8524877429008484,UNCHECKED,nanogram per square meter,9603,nanogram per square meter,Unit,UCUM,ng/m2,19700101,20991231,,Unit,
ng/m2/day,Nanograms per Square Meter per Day,0,,0.7787452340126038,UNCHECKED,nanogram per square meter,9603,nanogram per square meter,Unit,UCUM,ng/m2,19700101,20991231,,Unit,
ng/m2/h,Nanograms per Square Meter per Hour,0,,0.7785095572471619,UNCHECKED,nanogram per square meter,9603,nanogram per square meter,Unit,UCUM,ng/m2,19700101,20991231,,Unit,
ng/m2/min,Nanograms per Square Meter per Minute,0,,0.7691842913627625,UNCHECKED,nanogram per square meter,9603,nanogram per square meter,Unit,UCUM,ng/m2,19700101,20991231,,Unit,
nL,Nanoliter,0,,1.0,APPROVED,nanoliter,9606,nanoliter,Unit,UCUM,nL,19700101,20991231,,Unit,
nmol/h/mL,Nanomoles per Hour per Milliliter,0,,0.8560535907745361,UNCHECKED,nanomole per hour and milliliter,44777631,nanomole per hour and milliliter,Unit,UCUM,nmol/h/mL,19700101,20991231,,Unit,
nmol BCE,Nanomoles Bone Collagen Equivalents,0,,0.9054445624351501,UNCHECKED,nanomole of bone collagen equivalent,8665,nanomole of bone collagen equivalent,Unit,UCUM,nmol{BColl}eq,19700101,20991231,,Unit,
nmol/mL/min,Nanomoles PABA per Milliliter Plasma per Minute,0,,0.6684942245483398,UNCHECKED,nanomole per minute and milliliter,44777635,nanomole per minute and milliliter,Unit,UCUM,nmol/min/mL,19700101,20991231,,Unit,
nmol/h/mg,Nanomoles per Hour per Milligrams,0,,0.8082113862037659,UNCHECKED,nanomole per hour and milligram,8993,nanomole per hour and milligram,Unit,UCUM,nmol/h/mg,19700101,20991231,,Unit,
nmol/sec/L,Nanomoles per Second per Liter,0,,0.8056477904319763,UNCHECKED,nanomole per second and liter,8955,nanomole per second and liter,Unit,UCUM,nmol/s/L,19700101,20991231,,Unit,
nmol/gm/h,Nanomoles per Gram per Hour,0,,0.7521670460700989,UNCHECKED,nanomole per hour and gram,44777629,nanomole per hour and gram,Unit,UCUM,nmol/h/g,19700101,20991231,,Unit,
nmol/h/mL dup,Nanomoles per Hour per Milliliter dup,0,,0.7787816524505615,UNCHECKED,nanomole per hour and milliliter,44777631,nanomole per hour and milliliter,Unit,UCUM,nmol/h/mL,19700101,20991231,,Unit,
nmol/mL/min,Nanomoles per Millilter per Minute,0,,0.746735155582428,UNCHECKED,nanomole per minute and milliliter,44777635,nanomole per minute and milliliter,Unit,UCUM,nmol/min/mL,19700101,20991231,,Unit,
nmol BCE/mmol,Nanomoles Bone Collagen Equivalents per Millimoles,0,,0.803804337978363,UNCHECKED,nanomole of bone collagen equivalent per millimole of creatinine,9114,nanomole of bone collagen equivalent per millimole of creatinine,Unit,UCUM,nmol{BColl}eq/mmol{creat},19700101,20991231,,Unit,
Organisms/mL,Organisms per Millilter,0,,0.5224469304084778,UNCHECKED,per milliliter,9257,per milliliter,Unit,UCUM,/mL,19700101,20991231,,Unit,
packs,Packs,0,,0.6523007750511169,UNCHECKED,pack,45756954,pack,Qualifier Value,SNOMED,3318211000001100,19700101,20991231,,Unit,
Pessary,Pessary,0,,1.0,APPROVED,pessary,45756956,pessary,Qualifier Value,SNOMED,3318511000001102,19700101,20991231,,Unit,
pmol/h/mg,Picomoles per Hour per Milligram,0,,0.7530111074447632,UNCHECKED,nanomole per hour and milligram,8993,nanomole per hour and milligram,Unit,UCUM,nmol/h/mg,19700101,20991231,,Unit,
pmol/min/h,Picomoles per Minute per Hour,0,,0.622420608997345,UNCHECKED,micromole per minute,44777655,micromole per minute,Unit,UCUM,umol/min,19700101,20991231,,Unit,
