source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
g/m2,0,JNJ_CERNER_UNITS,Grams per Square meter,0,,1970-01-01,2099-12-31,
in2,0,JNJ_CERNER_UNITS,Square Inch,9404,UCUM,1970-01-01,2099-12-31,
[IU]/kg,0,JNJ_CERNER_UNITS,International Unit per Kilogram,9335,UCUM,1970-01-01,2099-12-31,
M/U L,0,JNJ_CERNER_UNITS,Molar per Unit Liter,0,,1970-01-01,2099-12-31,
mM/kg,0,JNJ_CERNER_UNITS,mM/kg,0,,1970-01-01,2099-12-31,
ug/cc,0,JNJ_CERNER_UNITS,Micrograms per Cubic Centimeter,0,,1970-01-01,2099-12-31,
ug/kg,0,JNJ_CERNER_UNITS,Micrograms per Kilogram,0,,1970-01-01,2099-12-31,
ug/kg/min,0,JNJ_CERNER_UNITS,Micrograms per Kilogram per Minute,0,,1970-01-01,2099-12-31,
ug/m2,0,JNJ_CERNER_UNITS,Micrograms per Square Meter,9663,UCUM,1970-01-01,2099-12-31,
mg/16h,0,JNJ_CERNER_UNITS,Milligrams per 16 Hours,45891021,UCUM,1970-01-01,2099-12-31,
mg/70 kg,0,JNJ_CERNER_UNITS,Milligrams per 70 Kilograms,0,,1970-01-01,2099-12-31,
mg/cc,0,JNJ_CERNER_UNITS,Milligrams per Cubic Centimeter,0,,1970-01-01,2099-12-31,
mg/kg/day,0,JNJ_CERNER_UNITS,Milligrams per Kilogram per Day,0,,1970-01-01,2099-12-31,
mg/m2,0,JNJ_CERNER_UNITS,Milligrams per Square Meter,9563,UCUM,1970-01-01,2099-12-31,
mg/m2/day,0,JNJ_CERNER_UNITS,Milligrams per Square Meter per Day,0,,1970-01-01,2099-12-31,
mg/min,0,JNJ_CERNER_UNITS,Milligrams per Minute,0,,1970-01-01,2099-12-31,
million units REMOVE,0,JNJ_CERNER_UNITS,million units REMOVE,0,,1970-01-01,2099-12-31,
mL/cm H2O,0,JNJ_CERNER_UNITS,Milliliter per Centimeter Water,0,,1970-01-01,2099-12-31,
mo,0,JNJ_CERNER_UNITS,Month,9580,UCUM,1970-01-01,2099-12-31,
once,0,JNJ_CERNER_UNITS,Once,0,,1970-01-01,2099-12-31,
tr,0,JNJ_CERNER_UNITS,Titrate,0,,1970-01-01,2099-12-31,
U/kg,0,JNJ_CERNER_UNITS,Units per Kilogram,0,,1970-01-01,2099-12-31,
U/kg/day,0,JNJ_CERNER_UNITS,Units per Kilogram per Day,0,,1970-01-01,2099-12-31,
U/m2,0,JNJ_CERNER_UNITS,Units per Square Meter,0,,1970-01-01,2099-12-31,
ug/nL,0,JNJ_CERNER_UNITS,Micrograms per Nanoliter,0,,1970-01-01,2099-12-31,
mmol/kg,0,JNJ_CERNER_UNITS,Millimoles per Kilogram,9577,UCUM,1970-01-01,2099-12-31,
kg/sec,0,JNJ_CERNER_UNITS,Kilograms per Second,0,,1970-01-01,2099-12-31,
m3,0,JNJ_CERNER_UNITS,Cubic Meter,0,,1970-01-01,2099-12-31,
pH units,0,JNJ_CERNER_UNITS,pH Units,0,,1970-01-01,2099-12-31,
kCal/day,0,JNJ_CERNER_UNITS,Kilocalories per Day,0,,1970-01-01,2099-12-31,
mg/mL,0,JNJ_CERNER_UNITS,Milligrams per Milliliter,0,,1970-01-01,2099-12-31,
AUC,0,JNJ_CERNER_UNITS,Area Under the Curve,0,,1970-01-01,2099-12-31,
Bethesda Units,0,JNJ_CERNER_UNITS,Bethesda Units,9161,UCUM,1970-01-01,2099-12-31,
BMI,0,JNJ_CERNER_UNITS,Body Mass Index,0,,1970-01-01,2099-12-31,
[GPL'U],0,JNJ_CERNER_UNITS,Cardiolipin IgG Units [GPL Units],0,,1970-01-01,2099-12-31,
[APL'U],0,JNJ_CERNER_UNITS,Cardiolipin IgA Units [APL Units],0,,1970-01-01,2099-12-31,
[CFU],0,JNJ_CERNER_UNITS,Colony Forming Units,9278,UCUM,1970-01-01,2099-12-31,
[CFU]/g,0,JNJ_CERNER_UNITS,Colony Forming Units per Gram of Tissue,0,,1970-01-01,2099-12-31,
[CFU]/mL,0,JNJ_CERNER_UNITS,Colony Forming Units per Milliliter,9423,UCUM,1970-01-01,2099-12-31,
m3/sec,0,JNJ_CERNER_UNITS,Cubic Meter per Second,44777523,UCUM,1970-01-01,2099-12-31,
deg,0,JNJ_CERNER_UNITS,Degree,9484,UCUM,1970-01-01,2099-12-31,
dils,0,JNJ_CERNER_UNITS,Dilutions,0,,1970-01-01,2099-12-31,
$,0,JNJ_CERNER_UNITS,Dollars,0,,1970-01-01,2099-12-31,
Dozen,0,JNJ_CERNER_UNITS,Dozen,0,,1970-01-01,2099-12-31,
{EhrlichU}/(24.h),0,JNJ_CERNER_UNITS,Ehrlich Unit per 24 Hours,0,,1970-01-01,2099-12-31,
{EhrlichU}/(2.h),0,JNJ_CERNER_UNITS,Ehrlich Unit per 2 Hours,0,,1970-01-01,2099-12-31,
F,0,JNJ_CERNER_UNITS,Farenheit,0,,1970-01-01,2099-12-31,
genomes/mL,0,JNJ_CERNER_UNITS,Genomes per Milliliter,0,,1970-01-01,2099-12-31,
g/kg/day,0,JNJ_CERNER_UNITS,Grams per Kilogram per Day,0,,1970-01-01,2099-12-31,
g/vol,0,JNJ_CERNER_UNITS,Grams per Volume,0,,1970-01-01,2099-12-31,
Gross,0,JNJ_CERNER_UNITS,Gross,0,,1970-01-01,2099-12-31,
[IU]/dL,0,JNJ_CERNER_UNITS,International Unit per Deciliter,9332,UCUM,1970-01-01,2099-12-31,
[IU]/h,0,JNJ_CERNER_UNITS,International Unit per Hour,9687,UCUM,1970-01-01,2099-12-31,
[iU]/m2,0,JNJ_CERNER_UNITS,International Unit per Square Meter,0,,1970-01-01,2099-12-31,
[iU]/vol,0,JNJ_CERNER_UNITS,International Unit per Volume,0,,1970-01-01,2099-12-31,
K,0,JNJ_CERNER_UNITS,Kelvin,9523,UCUM,1970-01-01,2099-12-31,
kCal/L,0,JNJ_CERNER_UNITS,Kilocalories per Liter,0,,1970-01-01,2099-12-31,
kg/m3,0,JNJ_CERNER_UNITS,Kilograms per Cubic Meter,9532,UCUM,1970-01-01,2099-12-31,
kg/h,0,JNJ_CERNER_UNITS,Kilograms per Hour,0,,1970-01-01,2099-12-31,
kg/min,0,JNJ_CERNER_UNITS,Kilograms per Minute,0,,1970-01-01,2099-12-31,
L/day,0,JNJ_CERNER_UNITS,Liters per Day,0,,1970-01-01,2099-12-31,
ugEq/mL,0,JNJ_CERNER_UNITS,Micrograms Equivalents per Milliliter,0,,1970-01-01,2099-12-31,
ug/gm dup,0,JNJ_CERNER_UNITS,Micrograms per Gram dup,0,,1970-01-01,2099-12-31,
ug/kg/day,0,JNJ_CERNER_UNITS,Micrograms per Kilogram per Day,0,,1970-01-01,2099-12-31,
ug/kg/h,0,JNJ_CERNER_UNITS,Micrograms per Kilogram per Hour,0,,1970-01-01,2099-12-31,
meq/kg/day,0,JNJ_CERNER_UNITS,Milliequivalents per Kilogram per Day,0,,1970-01-01,2099-12-31,
meq/kg/min,0,JNJ_CERNER_UNITS,Milliequivalents per Kilogram per Minute,0,,1970-01-01,2099-12-31,
meq/dL,0,JNJ_CERNER_UNITS,Milliequivalents per Deciliter,9553,UCUM,1970-01-01,2099-12-31,
meq/h,0,JNJ_CERNER_UNITS,Milliequivalents per Hour,0,,1970-01-01,2099-12-31,
meq/kg/h,0,JNJ_CERNER_UNITS,Milliequivalents per Kilogram per Hour,0,,1970-01-01,2099-12-31,
meq/mL,0,JNJ_CERNER_UNITS,Milliequivalents per Milliliter,9559,UCUM,1970-01-01,2099-12-31,
meq/m2,0,JNJ_CERNER_UNITS,Milliequivalents per Square Meter,9558,UCUM,1970-01-01,2099-12-31,
mg/kg/day dup,0,JNJ_CERNER_UNITS,Milligrams per Kilogram per Day - not active,0,,1970-01-01,2099-12-31,
mg/kg/h,0,JNJ_CERNER_UNITS,Milligrams per Kilogram per Hour,9691,UCUM,1970-01-01,2099-12-31,
mg/72r,0,JNJ_CERNER_UNITS,Milligrams per 72 Hours,45891022,UCUM,1970-01-01,2099-12-31,
mL/kg/day,0,JNJ_CERNER_UNITS,Milliliters per Kilogram per Day,0,,1970-01-01,2099-12-31,
mL/kg/h,0,JNJ_CERNER_UNITS,Milliliters per Kilogram per Hour,0,,1970-01-01,2099-12-31,
mL/kg/min,0,JNJ_CERNER_UNITS,Milliliters per Kilogram per Minute,0,,1970-01-01,2099-12-31,
MoM,0,JNJ_CERNER_UNITS,Multiple of the Median,8494,UCUM,1970-01-01,2099-12-31,
ng/(24.h),0,JNJ_CERNER_UNITS,Nanograms per 24 Hours,44777624,UCUM,1970-01-01,2099-12-31,
ng/kg/min,0,JNJ_CERNER_UNITS,Nanograms per Kilogram per Minute,0,,1970-01-01,2099-12-31,
nmol/mg,0,JNJ_CERNER_UNITS,Nanomoles per Milligram,9611,UCUM,1970-01-01,2099-12-31,
nmol/mL/h,0,JNJ_CERNER_UNITS,Nanomoles per Milliliter per Hour,0,,1970-01-01,2099-12-31,
nmol/mmol,0,JNJ_CERNER_UNITS,Nanomoles per Millilmole,0,,1970-01-01,2099-12-31,
{OD_unit},0,JNJ_CERNER_UNITS,Optical Density,0,,1970-01-01,2099-12-31,
/cc,0,JNJ_CERNER_UNITS,per Cubic Centimeter,0,,1970-01-01,2099-12-31,
/kg,0,JNJ_CERNER_UNITS,per Kilogram,9252,UCUM,1970-01-01,2099-12-31,
[psi],0,JNJ_CERNER_UNITS,Pounds per Square Inch,0,,1970-01-01,2099-12-31,
RPM,0,JNJ_CERNER_UNITS,Revolution per Minute,0,,1970-01-01,2099-12-31,
yd2,0,JNJ_CERNER_UNITS,Square Yard,9411,UCUM,1970-01-01,2099-12-31,
U/L,0,JNJ_CERNER_UNITS,Units per Liter,0,,1970-01-01,2099-12-31,
U/dL,0,JNJ_CERNER_UNITS,Units per Deciliter,0,,1970-01-01,2099-12-31,
US RDA,0,JNJ_CERNER_UNITS,United States Recommended Daily Allowance,0,,1970-01-01,2099-12-31,
U/(2.h) dup,0,JNJ_CERNER_UNITS,Units per 2 Hours dup,0,,1970-01-01,2099-12-31,
U/m3,0,JNJ_CERNER_UNITS,Units per Cubed Meter,0,,1970-01-01,2099-12-31,
U/kg/h,0,JNJ_CERNER_UNITS,Units per Kilogram per Hour,0,,1970-01-01,2099-12-31,
U/min,0,JNJ_CERNER_UNITS,Units per Minute,0,,1970-01-01,2099-12-31,
Visits,0,JNJ_CERNER_UNITS,Visits,0,,1970-01-01,2099-12-31,
[yd_us],0,JNJ_CERNER_UNITS,Yard,0,,1970-01-01,2099-12-31,
Applicator,0,JNJ_CERNER_UNITS,Applicator,45756970,SNOMED,1970-01-01,2099-12-31,
cP,0,JNJ_CERNER_UNITS,Centipoise,8479,UCUM,1970-01-01,2099-12-31,
CPY/uL,0,JNJ_CERNER_UNITS,Copies per Microliter,0,,1970-01-01,2099-12-31,
[dr_av],0,JNJ_CERNER_UNITS,Dram,0,,1970-01-01,2099-12-31,
EIA Index,0,JNJ_CERNER_UNITS,EIA Index,0,,1970-01-01,2099-12-31,
Envelope,0,JNJ_CERNER_UNITS,Envelope,0,,1970-01-01,2099-12-31,
g/g,0,JNJ_CERNER_UNITS,Gram per Gram,9510,UCUM,1970-01-01,2099-12-31,
g/spec,0,JNJ_CERNER_UNITS,Grams per Specimen,0,,1970-01-01,2099-12-31,
g/(5.h),0,JNJ_CERNER_UNITS,Grams per 5 hours,0,,1970-01-01,2099-12-31,
INR,0,JNJ_CERNER_UNITS,International Normalized Ratio,0,,1970-01-01,2099-12-31,
[IU]/d,0,JNJ_CERNER_UNITS,International Unit per Day,0,,1970-01-01,2099-12-31,
[IU]/g,0,JNJ_CERNER_UNITS,International Unit per Gram,9333,UCUM,1970-01-01,2099-12-31,
[iU]/min,0,JNJ_CERNER_UNITS,International Unit per Minute,0,,1970-01-01,2099-12-31,
JDK,0,JNJ_CERNER_UNITS,JDK,0,,1970-01-01,2099-12-31,
kDa,0,JNJ_CERNER_UNITS,Killodalton,0,,1970-01-01,2099-12-31,
kU,0,JNJ_CERNER_UNITS,Kilounits,0,,1970-01-01,2099-12-31,
MDV,0,JNJ_CERNER_UNITS,Multiple Dose Vials,0,,1970-01-01,2099-12-31,
ug/{specimen},0,JNJ_CERNER_UNITS,Micrograms per Specimen,0,,1970-01-01,2099-12-31,
umm,0,JNJ_CERNER_UNITS,Micromillimeter,0,,1970-01-01,2099-12-31,
umol/dL,0,JNJ_CERNER_UNITS,Micromoles per Deciliter,8839,UCUM,1970-01-01,2099-12-31,
umol/g,0,JNJ_CERNER_UNITS,Micromoles per Gram,9668,UCUM,1970-01-01,2099-12-31,
umol/mL,0,JNJ_CERNER_UNITS,Micromoles per Milliliters,9673,UCUM,1970-01-01,2099-12-31,
u,0,JNJ_CERNER_UNITS,Micron,0,,1970-01-01,2099-12-31,
mIU,0,JNJ_CERNER_UNITS,MilliInternational Units,0,,1970-01-01,2099-12-31,
m[IU]/dL,0,JNJ_CERNER_UNITS,MilliInternational Units per Deciliter,0,,1970-01-01,2099-12-31,
meq/min,0,JNJ_CERNER_UNITS,Milliequivalents per Minute,0,,1970-01-01,2099-12-31,
mg/mg,0,JNJ_CERNER_UNITS,Milligrams per Milligram,0,,1970-01-01,2099-12-31,
mmol/dL,0,JNJ_CERNER_UNITS,Millimoles per Deciliter,9575,UCUM,1970-01-01,2099-12-31,
mmol/mL,0,JNJ_CERNER_UNITS,Millimoles per Milliliter,45891014,UCUM,1970-01-01,2099-12-31,
mmol/min,0,JNJ_CERNER_UNITS,Millimoles per Minute,0,,1970-01-01,2099-12-31,
10*6,0,JNJ_CERNER_UNITS,Million,8549,UCUM,1970-01-01,2099-12-31,
ng/mL/h,0,JNJ_CERNER_UNITS,Nanograms per Milliliter per Hour,0,,1970-01-01,2099-12-31,
ng/g,0,JNJ_CERNER_UNITS,Nanograms per Gram,0,,1970-01-01,2099-12-31,
nmol/dL,0,JNJ_CERNER_UNITS,Nanomoles per Deciliter,9608,UCUM,1970-01-01,2099-12-31,
nmol/mL,0,JNJ_CERNER_UNITS,Nanomoles per Milliliter,8843,UCUM,1970-01-01,2099-12-31,
/cm2,0,JNJ_CERNER_UNITS,per Square Centimeter,45891034,UCUM,1970-01-01,2099-12-31,
pmol/g,0,JNJ_CERNER_UNITS,Picomoles per Gram,0,,1970-01-01,2099-12-31,
[pt_us],0,JNJ_CERNER_UNITS,Pint,0,,1970-01-01,2099-12-31,
[qt_us],0,JNJ_CERNER_UNITS,Quart,0,,1970-01-01,2099-12-31,
RBC,0,JNJ_CERNER_UNITS,Red Blood Cells,0,,1970-01-01,2099-12-31,
REV,0,JNJ_CERNER_UNITS,Revolution,0,,1970-01-01,2099-12-31,
score,0,JNJ_CERNER_UNITS,Score,44777566,UCUM,1970-01-01,2099-12-31,
SLI Units,0,JNJ_CERNER_UNITS,SLI Units,0,,1970-01-01,2099-12-31,
umm2,0,JNJ_CERNER_UNITS,Square Micromillimeter,9572,UCUM,1970-01-01,2099-12-31,
SD,0,JNJ_CERNER_UNITS,Standard Deviation,0,,1970-01-01,2099-12-31,
Swab,0,JNJ_CERNER_UNITS,Swab,0,,1970-01-01,2099-12-31,
K/mcL dup,0,JNJ_CERNER_UNITS,Thousand per Microliter dup,8848,UCUM,1970-01-01,2099-12-31,
Todd U,0,JNJ_CERNER_UNITS,Todd Units,9415,UCUM,1970-01-01,2099-12-31,
U/day,0,JNJ_CERNER_UNITS,Units per Day,0,,1970-01-01,2099-12-31,
U/mg,0,JNJ_CERNER_UNITS,Units per Milligram,0,,1970-01-01,2099-12-31,
U/TV,0,JNJ_CERNER_UNITS,Units per Total Volume,0,,1970-01-01,2099-12-31,
Amount,0,JNJ_CERNER_UNITS,Amount,0,,1970-01-01,2099-12-31,
Book,0,JNJ_CERNER_UNITS,Book,0,,1970-01-01,2099-12-31,
Cylinder,0,JNJ_CERNER_UNITS,Cylinder,45756947,SNOMED,1970-01-01,2099-12-31,
Drum,0,JNJ_CERNER_UNITS,Drum,0,,1970-01-01,2099-12-31,
fr,0,JNJ_CERNER_UNITS,French,0,,1970-01-01,2099-12-31,
g/h,0,JNJ_CERNER_UNITS,Grams per Hour,0,,1970-01-01,2099-12-31,
g/min,0,JNJ_CERNER_UNITS,Grams per Minute,0,,1970-01-01,2099-12-31,
Gauge,0,JNJ_CERNER_UNITS,Gauge,0,,1970-01-01,2099-12-31,
Kaplow,0,JNJ_CERNER_UNITS,Kaplow,0,,1970-01-01,2099-12-31,
kCal/kg,0,JNJ_CERNER_UNITS,Kilocalories per Kilogram,0,,1970-01-01,2099-12-31,
Level,0,JNJ_CERNER_UNITS,Level,0,,1970-01-01,2099-12-31,
{Log_IU}/mL,0,JNJ_CERNER_UNITS,Log International Unit per Milliliter,9084,UCUM,1970-01-01,2099-12-31,
ug/mg/h,0,JNJ_CERNER_UNITS,Micrograms per Milligram per Hour,0,,1970-01-01,2099-12-31,
ug/mL/h,0,JNJ_CERNER_UNITS,Micrograms per Milliliter per Hour,0,,1970-01-01,2099-12-31,
umol,0,JNJ_CERNER_UNITS,Micromole,9667,UCUM,1970-01-01,2099-12-31,
umol/day,0,JNJ_CERNER_UNITS,Micromoles per Day,0,,1970-01-01,2099-12-31,
mL/spec,0,JNJ_CERNER_UNITS,Milliliters per Specimen,8675,UCUM,1970-01-01,2099-12-31,
mmol/spec,0,JNJ_CERNER_UNITS,Millimoles per Specimen,44777615,UCUM,1970-01-01,2099-12-31,
nm/L,0,JNJ_CERNER_UNITS,Nanometers per Liter,0,,1970-01-01,2099-12-31,
nmol/day,0,JNJ_CERNER_UNITS,Nanomoles per Day,0,,1970-01-01,2099-12-31,
nmol/h,0,JNJ_CERNER_UNITS,Nanomoles per Hour,0,,1970-01-01,2099-12-31,
/TV,0,JNJ_CERNER_UNITS,per Total Volume,0,,1970-01-01,2099-12-31,
pg/mg,0,JNJ_CERNER_UNITS,Picograms per Milligram,0,,1970-01-01,2099-12-31,
pg/mg/min,0,JNJ_CERNER_UNITS,Picograms per Milligram per Minute,0,,1970-01-01,2099-12-31,
pmol,0,JNJ_CERNER_UNITS,Picomole,9630,UCUM,1970-01-01,2099-12-31,
Ream,0,JNJ_CERNER_UNITS,Ream,0,,1970-01-01,2099-12-31,
RIV,0,JNJ_CERNER_UNITS,Rubella Index Value,0,,1970-01-01,2099-12-31,
TIV,0,JNJ_CERNER_UNITS,Toxoplasma Index Value,0,,1970-01-01,2099-12-31,
Abs,0,JNJ_CERNER_UNITS,Absorbency,0,,1970-01-01,2099-12-31,
Ao,0,JNJ_CERNER_UNITS,Angstrom,9452,UCUM,1970-01-01,2099-12-31,
Bases,0,JNJ_CERNER_UNITS,Bases,0,,1970-01-01,2099-12-31,
Bt,0,JNJ_CERNER_UNITS,Beat,0,,1970-01-01,2099-12-31,
cmH2O/L/sec,0,JNJ_CERNER_UNITS,Centimeters of Water per Liter per Second,0,,1970-01-01,2099-12-31,
$/day,0,JNJ_CERNER_UNITS,Dollars per Day,0,,1970-01-01,2099-12-31,
$/h,0,JNJ_CERNER_UNITS,Dollars per Hour,0,,1970-01-01,2099-12-31,
$/min,0,JNJ_CERNER_UNITS,Dollars per Minute,0,,1970-01-01,2099-12-31,
$/mo,0,JNJ_CERNER_UNITS,Dollars per Month,0,,1970-01-01,2099-12-31,
$/sec,0,JNJ_CERNER_UNITS,Dollars per Second,0,,1970-01-01,2099-12-31,
$/unit,0,JNJ_CERNER_UNITS,Dollars per Unit,0,,1970-01-01,2099-12-31,
$/wk,0,JNJ_CERNER_UNITS,Dollars per Week,0,,1970-01-01,2099-12-31,
$/yr,0,JNJ_CERNER_UNITS,Dollars per Year,0,,1970-01-01,2099-12-31,
dyn,0,JNJ_CERNER_UNITS,Dynes,9488,UCUM,1970-01-01,2099-12-31,
dyn/sec/cm5,0,JNJ_CERNER_UNITS,Dynes per Second per Centimeter5,0,,1970-01-01,2099-12-31,
dyn/sec/cm-5/m2,0,JNJ_CERNER_UNITS,Dynes per Second per Centimeter5 per Square Meter,0,,1970-01-01,2099-12-31,
dyn/sec/cm2,0,JNJ_CERNER_UNITS,Dynes per Second per Square Centimeter,0,,1970-01-01,2099-12-31,
Euro,0,JNJ_CERNER_UNITS,Euros,0,,1970-01-01,2099-12-31,
Film,0,JNJ_CERNER_UNITS,Film,45756932,SNOMED,1970-01-01,2099-12-31,
g.m/{beat},0,JNJ_CERNER_UNITS,Gram-meter per Beat,9507,UCUM,1970-01-01,2099-12-31,
gm-m/beat/cm2,0,JNJ_CERNER_UNITS,Gram-meter per Beat per Square Centimeter,0,,1970-01-01,2099-12-31,
g.m/({hb}.m2),0,JNJ_CERNER_UNITS,Gram-meter per Beat per Square Meter,9505,UCUM,1970-01-01,2099-12-31,
gm-m/m2,0,JNJ_CERNER_UNITS,Gram-meter per Square Meter,0,,1970-01-01,2099-12-31,
g/hgb/L,0,JNJ_CERNER_UNITS,Grams per Hemoglobin per Liter,0,,1970-01-01,2099-12-31,
g/kg/h,0,JNJ_CERNER_UNITS,Grams per Kilogram per Hour,0,,1970-01-01,2099-12-31,
g/kg/min,0,JNJ_CERNER_UNITS,Grams per Kilogram per Minute,0,,1970-01-01,2099-12-31,
KP,0,JNJ_CERNER_UNITS,Kilobase,0,,1970-01-01,2099-12-31,
KBP,0,JNJ_CERNER_UNITS,Kilobase Pairs,0,,1970-01-01,2099-12-31,
kCal/kg/24hr,0,JNJ_CERNER_UNITS,Kilocalories per Kilogram per Day,0,,1970-01-01,2099-12-31,
kCal/kg/h,0,JNJ_CERNER_UNITS,Kilocalories per Kilogram per Hour,0,,1970-01-01,2099-12-31,
kg-meter,0,JNJ_CERNER_UNITS,Kilogram-meter,0,,1970-01-01,2099-12-31,
kg-meter/m2,0,JNJ_CERNER_UNITS,Kilogram-meter per Square Meter,0,,1970-01-01,2099-12-31,
kJ,0,JNJ_CERNER_UNITS,Kilojoules,0,,1970-01-01,2099-12-31,
L/h,0,JNJ_CERNER_UNITS,Liter per Hour,44777603,UCUM,1970-01-01,2099-12-31,
L/min/m2,0,JNJ_CERNER_UNITS,Liter per Minute per Square Meter,0,,1970-01-01,2099-12-31,
Mb,0,JNJ_CERNER_UNITS,Megabase,0,,1970-01-01,2099-12-31,
ug/m2/24hr,0,JNJ_CERNER_UNITS,Micrograms per Square Meter per Day,0,,1970-01-01,2099-12-31,
umol/mol,0,JNJ_CERNER_UNITS,Micromoles per Mole,0,,1970-01-01,2099-12-31,
uU,0,JNJ_CERNER_UNITS,Microunit,0,,1970-01-01,2099-12-31,
miles,0,JNJ_CERNER_UNITS,Miles,0,,1970-01-01,2099-12-31,
mA,0,JNJ_CERNER_UNITS,Milliamps,0,,1970-01-01,2099-12-31,
mCi,0,JNJ_CERNER_UNITS,MilliCuries,44819154,UCUM,1970-01-01,2099-12-31,
mCi/kg,0,JNJ_CERNER_UNITS,MilliCuries per Kilogram,0,,1970-01-01,2099-12-31,
mg-m/beat,0,JNJ_CERNER_UNITS,Milligram-meters per Beat,0,,1970-01-01,2099-12-31,
mg/kg/min,0,JNJ_CERNER_UNITS,Milligrams per Kilogram per Minute,9692,UCUM,1970-01-01,2099-12-31,
mg/mmol,0,JNJ_CERNER_UNITS,Milligrams per Millimole,0,,1970-01-01,2099-12-31,
mIU/h,0,JNJ_CERNER_UNITS,MilliInternational Units per Hour,0,,1970-01-01,2099-12-31,
mL/{h'b},0,JNJ_CERNER_UNITS,Milliliters per Beat,0,,1970-01-01,2099-12-31,
mL/cm H2O dup,0,JNJ_CERNER_UNITS,Milliliter per Centimeter Water dup,0,,1970-01-01,2099-12-31,
mL/cm H2O/L/S,0,JNJ_CERNER_UNITS,Milliliters per Centimeter of Water per Liter per Second,0,,1970-01-01,2099-12-31,
mL/min/1.73,0,JNJ_CERNER_UNITS,Milliliters per Minute per 1.73,0,,1970-01-01,2099-12-31,
mL/min/1.73m2,0,JNJ_CERNER_UNITS,Milliliters per Minute per 1.73 Square Meter,9117,UCUM,1970-01-01,2099-12-31,
mL/m2,0,JNJ_CERNER_UNITS,Milliliters per Square Meter,0,,1970-01-01,2099-12-31,
mL/m2/beat,0,JNJ_CERNER_UNITS,Milliliters per Square Meter per Beat,0,,1970-01-01,2099-12-31,
mmol/kg/day,0,JNJ_CERNER_UNITS,Millimoles per Kilogram per Day,0,,1970-01-01,2099-12-31,
mmol/kg/h,0,JNJ_CERNER_UNITS,Millimoles per Kilogram per Hour,0,,1970-01-01,2099-12-31,
mmol/kg/min,0,JNJ_CERNER_UNITS,Millimoles per Kilogram per Minute,0,,1970-01-01,2099-12-31,
mmol/m2,0,JNJ_CERNER_UNITS,Millimoles per Square Meter,9578,UCUM,1970-01-01,2099-12-31,
mosm/kg H2O,0,JNJ_CERNER_UNITS,Milliosmoles per Kilogram Water,0,,1970-01-01,2099-12-31,
munit/g,0,JNJ_CERNER_UNITS,Milliunit per Gram,9594,UCUM,1970-01-01,2099-12-31,
mV,0,JNJ_CERNER_UNITS,Millivolts,0,,1970-01-01,2099-12-31,
ng/kg,0,JNJ_CERNER_UNITS,Nanograms per Kilogram,0,,1970-01-01,2099-12-31,
ng/uL,0,JNJ_CERNER_UNITS,Nanograms per Microliter,0,,1970-01-01,2099-12-31,
nM Dpd/mM,0,JNJ_CERNER_UNITS,Nanomoles Dihydropyrimidine Dehydrogenase per Millimolar,0,,1970-01-01,2099-12-31,
pbpm,0,JNJ_CERNER_UNITS,Pacing Rate (Pacing Beats per Minute),0,,1970-01-01,2099-12-31,
Pair,0,JNJ_CERNER_UNITS,Pair,0,,1970-01-01,2099-12-31,
GBP,0,JNJ_CERNER_UNITS,Pounds Sterling,0,,1970-01-01,2099-12-31,
SS,0,JNJ_CERNER_UNITS,Sliding Scale,0,,1970-01-01,2099-12-31,
Stones,0,JNJ_CERNER_UNITS,Stones,9410,UCUM,1970-01-01,2099-12-31,
Tray,0,JNJ_CERNER_UNITS,Tray,0,,1970-01-01,2099-12-31,
Treatment,0,JNJ_CERNER_UNITS,Treatment,0,,1970-01-01,2099-12-31,
U/kg/min,0,JNJ_CERNER_UNITS,Units per Kilogram per Minute,0,,1970-01-01,2099-12-31,
U/mL/h,0,JNJ_CERNER_UNITS,Units per Milliliter per Hour,0,,1970-01-01,2099-12-31,
U/m2/day,0,JNJ_CERNER_UNITS,Units per Square Meter per Day,0,,1970-01-01,2099-12-31,
ACE untis,0,JNJ_CERNER_UNITS,Angiotensin converting enzyme units,0,,1970-01-01,2099-12-31,
APS Unit,0,JNJ_CERNER_UNITS,Arbitrary units IgA isotype Ptd-L-Ser antibodies,0,,1970-01-01,2099-12-31,
APS Unit/mL,0,JNJ_CERNER_UNITS,Arbitrary units IgA isotype Ptd-L-Ser antibodies/milliliter,0,,1970-01-01,2099-12-31,
APL Unit/mL,0,JNJ_CERNER_UNITS,Arbitrary units IgA isotype PL antigens per milliliter,0,,1970-01-01,2099-12-31,
GPL Unit/mL,0,JNJ_CERNER_UNITS,Arbitrary units IgG isotype PL antigens per milliliter,0,,1970-01-01,2099-12-31,
MPS Unit,0,JNJ_CERNER_UNITS,Arbitrary units IgM isotype Ptd-L-Ser antigens,0,,1970-01-01,2099-12-31,
MPS Unit/mL,0,JNJ_CERNER_UNITS,Arbitrary units IgM isotype Ptd-L-Ser antigens/milliliter,0,,1970-01-01,2099-12-31,
MPL Unit/mL,0,JNJ_CERNER_UNITS,Arbitrary units IgM isotype PL antigens per milliliter,0,,1970-01-01,2099-12-31,
Bandage,0,JNJ_CERNER_UNITS,Bandage,45756986,SNOMED,1970-01-01,2099-12-31,
Base pr,0,JNJ_CERNER_UNITS,Base pair,0,,1970-01-01,2099-12-31,
