source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Bq,0,JNJ_CERNER_UNITS,Becquerel,9469,UCUM,1970-01-01,2099-12-31,
Bethesda Units/mL,0,JNJ_CERNER_UNITS,Bethesda unit per Milliliter,44777562,UCUM,1970-01-01,2099-12-31,
Calorie/oz,0,JNJ_CERNER_UNITS,Calories per ounce,0,,1970-01-01,2099-12-31,
Capsules,0,JNJ_CERNER_UNITS,Capsules,0,,1970-01-01,2099-12-31,
Cartridges,0,JNJ_CERNER_UNITS,Cartridges,45756945,SNOMED,1970-01-01,2099-12-31,
{Cells}/mm3,0,JNJ_CERNER_UNITS,Cells per cubic millimeter,8888,UCUM,1970-01-01,2099-12-31,
{Cells}/mL,0,JNJ_CERNER_UNITS,Cells per milliliter,0,,1970-01-01,2099-12-31,
cm/sec,0,JNJ_CERNER_UNITS,Centimeter per second,0,,1970-01-01,2099-12-31,
cm/sec/sec,0,JNJ_CERNER_UNITS,Centimeter per second per second,0,,1970-01-01,2099-12-31,
cM,0,JNJ_CERNER_UNITS,Centimorgan,0,,1970-01-01,2099-12-31,
[CFU]/dL,0,JNJ_CERNER_UNITS,Colony Forming Units per Deciliter,0,,1970-01-01,2099-12-31,
Containers,0,JNJ_CERNER_UNITS,Containers,45756980,SNOMED,1970-01-01,2099-12-31,
Da,0,JNJ_CERNER_UNITS,Dalton,0,,1970-01-01,2099-12-31,
dL/day,0,JNJ_CERNER_UNITS,Deciliter per Day,0,,1970-01-01,2099-12-31,
dL/h,0,JNJ_CERNER_UNITS,Deciliter per Hour,0,,1970-01-01,2099-12-31,
dL/min,0,JNJ_CERNER_UNITS,Deciliter per Minute,0,,1970-01-01,2099-12-31,
arcdegree,0,JNJ_CERNER_UNITS,Degrees of Arc,0,,1970-01-01,2099-12-31,
DG,0,JNJ_CERNER_UNITS,"Delta G (DG), the Gibbs free energy of transfer",0,,1970-01-01,2099-12-31,
Delta optic dens,0,JNJ_CERNER_UNITS,Delta optical density,0,,1970-01-01,2099-12-31,
Device,0,JNJ_CERNER_UNITS,Device,45756958,SNOMED,1970-01-01,2099-12-31,
DPM,0,JNJ_CERNER_UNITS,Disintegrations per Minute,0,,1970-01-01,2099-12-31,
Dressing,0,JNJ_CERNER_UNITS,Dressing,45756966,SNOMED,1970-01-01,2099-12-31,
Drops/min,0,JNJ_CERNER_UNITS,Drops per Minute,0,,1970-01-01,2099-12-31,
Endotoxin/mL,0,JNJ_CERNER_UNITS,Endotoxin Units per Milliliter,0,,1970-01-01,2099-12-31,
fL/mL,0,JNJ_CERNER_UNITS,Femtomole per Milliliter,9501,UCUM,1970-01-01,2099-12-31,
FIO2,0,JNJ_CERNER_UNITS,FIO2 - Inspired fraction of oxygen,0,,1970-01-01,2099-12-31,
[foz_us],0,JNJ_CERNER_UNITS,Fluid ounce,0,,1970-01-01,2099-12-31,
g/g dry wgt tiss,0,JNJ_CERNER_UNITS,Gram per Gram dry weight tissue,0,,1970-01-01,2099-12-31,
Gauge dup,0,JNJ_CERNER_UNITS,Gauge dup,0,,1970-01-01,2099-12-31,
Gel,0,JNJ_CERNER_UNITS,Gel,0,,1970-01-01,2099-12-31,
GBg,0,JNJ_CERNER_UNITS,Gigabecquerel (GBg),0,,1970-01-01,2099-12-31,
g/m2/min,0,JNJ_CERNER_UNITS,Grams per Square Meter per Minute,0,,1970-01-01,2099-12-31,
g.m,0,JNJ_CERNER_UNITS,Gram-meter,9504,UCUM,1970-01-01,2099-12-31,
g/210 L,0,JNJ_CERNER_UNITS,Grams per 210 liters,0,,1970-01-01,2099-12-31,
H score,0,JNJ_CERNER_UNITS,H score,0,,1970-01-01,2099-12-31,
h:min,0,JNJ_CERNER_UNITS,Hour:minutes,0,,1970-01-01,2099-12-31,
Inhalers,0,JNJ_CERNER_UNITS,Inhalers,0,,1970-01-01,2099-12-31,
[IU]/kg/d,0,JNJ_CERNER_UNITS,International Unit per Kilogram per Day,0,,1970-01-01,2099-12-31,
[iU]/kg/h,0,JNJ_CERNER_UNITS,International Unit per Kilogram per Hour,0,,1970-01-01,2099-12-31,
[iU]/kg/min,0,JNJ_CERNER_UNITS,International Unit per Kilogram per Minute,0,,1970-01-01,2099-12-31,
[iU]/mmol,0,JNJ_CERNER_UNITS,International Unit per Millimoles,0,,1970-01-01,2099-12-31,
[iU]/m2/d,0,JNJ_CERNER_UNITS,International Unit per Square Meter per Day,0,,1970-01-01,2099-12-31,
Item score,0,JNJ_CERNER_UNITS,Item score,0,,1970-01-01,2099-12-31,
KLK units/mL,0,JNJ_CERNER_UNITS,Kallikrein Inhibitory Units per Milliliter,0,,1970-01-01,2099-12-31,
KBq,0,JNJ_CERNER_UNITS,Kilobecquerel (KBq),0,,1970-01-01,2099-12-31,
kCal/dL,0,JNJ_CERNER_UNITS,Kilocalories per Deciliter,0,,1970-01-01,2099-12-31,
kCal/g,0,JNJ_CERNER_UNITS,Kilocalories per Gram,0,,1970-01-01,2099-12-31,
kCal/h,0,JNJ_CERNER_UNITS,Kilocalories per Hour,0,,1970-01-01,2099-12-31,
kCal/kg/min,0,JNJ_CERNER_UNITS,Kilocalories per Kilogram per Minute,0,,1970-01-01,2099-12-31,
kCal/mL,0,JNJ_CERNER_UNITS,Kilocalories per Milliliter,0,,1970-01-01,2099-12-31,
kCal/min,0,JNJ_CERNER_UNITS,Kilocalories per Minute,0,,1970-01-01,2099-12-31,
kCal/[oz_av],0,JNJ_CERNER_UNITS,Kilocalories per Ounce,9528,UCUM,1970-01-01,2099-12-31,
kCal/Tbs,0,JNJ_CERNER_UNITS,Kilocalories per Tablespoon,0,,1970-01-01,2099-12-31,
kCal/tsp,0,JNJ_CERNER_UNITS,Kilocalories per Teaspoon,0,,1970-01-01,2099-12-31,
kCal/kCal,0,JNJ_CERNER_UNITS,Kilocalories per Total Kilocalories,0,,1970-01-01,2099-12-31,
kg/d,0,JNJ_CERNER_UNITS,Kilogram per Day,0,,1970-01-01,2099-12-31,
kg/m2,0,JNJ_CERNER_UNITS,Kilograms per Square Meter,9531,UCUM,1970-01-01,2099-12-31,
kg/day,0,JNJ_CERNER_UNITS,Kilograms per 24 hour (day),0,,1970-01-01,2099-12-31,
kJ/day,0,JNJ_CERNER_UNITS,Kilojoule per Day,0,,1970-01-01,2099-12-31,
kJ/dL,0,JNJ_CERNER_UNITS,Kilojoule per Deciliter,0,,1970-01-01,2099-12-31,
kJ/h,0,JNJ_CERNER_UNITS,Kilojoule per Hour,0,,1970-01-01,2099-12-31,
kJ/kg,0,JNJ_CERNER_UNITS,Kilojoule per Kilogram,0,,1970-01-01,2099-12-31,
kJ/kg/day,0,JNJ_CERNER_UNITS,Kilojoule per Kilogram per Day,0,,1970-01-01,2099-12-31,
kJ/kg/h,0,JNJ_CERNER_UNITS,Kilojoule per Kilogram per Hour,0,,1970-01-01,2099-12-31,
kJ/kg/min,0,JNJ_CERNER_UNITS,Kilojoule per Kilogram per Minute,0,,1970-01-01,2099-12-31,
kJ/L,0,JNJ_CERNER_UNITS,Kilojoule per Liter,0,,1970-01-01,2099-12-31,
kJ/mL,0,JNJ_CERNER_UNITS,Kilojoule per Milliliter,0,,1970-01-01,2099-12-31,
kJ/min,0,JNJ_CERNER_UNITS,Kilojoule per Minute,0,,1970-01-01,2099-12-31,
kPa,0,JNJ_CERNER_UNITS,Kilopascal,44777602,UCUM,1970-01-01,2099-12-31,
L/kg,0,JNJ_CERNER_UNITS,Liters per Kilogram,9542,UCUM,1970-01-01,2099-12-31,
L/L,0,JNJ_CERNER_UNITS,Liters per Liter,0,,1970-01-01,2099-12-31,
{Log_copies}/mL,0,JNJ_CERNER_UNITS,Log Copies per Milliliter,8873,UCUM,1970-01-01,2099-12-31,
MBg,0,JNJ_CERNER_UNITS,Megabecquerel,45891007,UCUM,1970-01-01,2099-12-31,
M/sec,0,JNJ_CERNER_UNITS,Meter per Second,44777606,UCUM,1970-01-01,2099-12-31,
ueq/L,0,JNJ_CERNER_UNITS,Microequivalents per Liter,8875,UCUM,1970-01-01,2099-12-31,
ug{FEU}/mL,0,JNJ_CERNER_UNITS,Micrograms Fibrinogen Equivalent Units/mL,0,,1970-01-01,2099-12-31,
ug/uL,0,JNJ_CERNER_UNITS,Micrograms per Microliter,0,,1970-01-01,2099-12-31,
ug/mmol,0,JNJ_CERNER_UNITS,Micrograms per Millimole,0,,1970-01-01,2099-12-31,
mOhm,0,JNJ_CERNER_UNITS,Microhm,0,,1970-01-01,2099-12-31,
umol/h/g,0,JNJ_CERNER_UNITS,Micromoles per Hour per Gram,0,,1970-01-01,2099-12-31,
umol/h/mL,0,JNJ_CERNER_UNITS,Micromoles per Hour per Milliliter,44777653,UCUM,1970-01-01,2099-12-31,
umol/mmol,0,JNJ_CERNER_UNITS,Micromoles per Millimole,44777656,UCUM,1970-01-01,2099-12-31,
umol/min,0,JNJ_CERNER_UNITS,Micromoles per Minute,44777655,UCUM,1970-01-01,2099-12-31,
umol/spec,0,JNJ_CERNER_UNITS,Micromoles per Specimen,0,,1970-01-01,2099-12-31,
umol/g/yr,0,JNJ_CERNER_UNITS,Micromoles per gram per year,0,,1970-01-01,2099-12-31,
mcU/spec,0,JNJ_CERNER_UNITS,MicroUnit per Specimen,44777584,UCUM,1970-01-01,2099-12-31,
mcV,0,JNJ_CERNER_UNITS,Microvolts,0,,1970-01-01,2099-12-31,
mgPE,0,JNJ_CERNER_UNITS,Milligram Phosphenytoin Equivalents (mgPE),0,,1970-01-01,2099-12-31,
mgPE/kg,0,JNJ_CERNER_UNITS,Milligram Phosphenytoin Equivalents/kilogram,0,,1970-01-01,2099-12-31,
mg/m2/h,0,JNJ_CERNER_UNITS,Milligrams per Square Meter per Hour,0,,1970-01-01,2099-12-31,
mg/2h,0,JNJ_CERNER_UNITS,Milligrams per 2 Hours,0,,1970-01-01,2099-12-31,
mg/spec,0,JNJ_CERNER_UNITS,Milligrams per Specimen,0,,1970-01-01,2099-12-31,
mL/sec,0,JNJ_CERNER_UNITS,Milliliters per Second,44777614,UCUM,1970-01-01,2099-12-31,
mL/L,0,JNJ_CERNER_UNITS,Milliliters per Liter,0,,1970-01-01,2099-12-31,
mL/m2/day,0,JNJ_CERNER_UNITS,Milliliters per Square Meter per Day,0,,1970-01-01,2099-12-31,
mL/m2/h,0,JNJ_CERNER_UNITS,Milliliters per Square Meter per Hour,0,,1970-01-01,2099-12-31,
mL/min/kg,0,JNJ_CERNER_UNITS,Milliliters per Minute per Kilogram,0,,1970-01-01,2099-12-31,
mL/min/SA,0,JNJ_CERNER_UNITS,Milliliters per Minute per Surface Area,0,,1970-01-01,2099-12-31,
mL/mL of admin vol,0,JNJ_CERNER_UNITS,Milliliters per Milliliter of Administered Volume,0,,1970-01-01,2099-12-31,
mL/min/m2,0,JNJ_CERNER_UNITS,Milliliters per Minute per Square meter,0,,1970-01-01,2099-12-31,
mm/1st h,0,JNJ_CERNER_UNITS,Millimeters 1st hour,0,,1970-01-01,2099-12-31,
mmol/mmol dup,0,JNJ_CERNER_UNITS,Millimoles per Millimole dup,0,,1970-01-01,2099-12-31,
mmol/1.73m2,0,JNJ_CERNER_UNITS,Millimoles per 1.73 Square Meter,0,,1970-01-01,2099-12-31,
mmol/h,0,JNJ_CERNER_UNITS,Millimoles per Hour,0,,1970-01-01,2099-12-31,
mmol/mmol,0,JNJ_CERNER_UNITS,Millimoles per Millimole,44777618,UCUM,1970-01-01,2099-12-31,
mmol/mol,0,JNJ_CERNER_UNITS,Millimoles per Mole,0,,1970-01-01,2099-12-31,
10*6/h,0,JNJ_CERNER_UNITS,Million Units per Hour,0,,1970-01-01,2099-12-31,
10*6/m2,0,JNJ_CERNER_UNITS,Million Units per Meter Squared,0,,1970-01-01,2099-12-31,
mosm/dL,0,JNJ_CERNER_UNITS,Milliosmoles per Deciliter,0,,1970-01-01,2099-12-31,
mosm/L,0,JNJ_CERNER_UNITS,Milliosmoles per Liter,9591,UCUM,1970-01-01,2099-12-31,
mosm/mL,0,JNJ_CERNER_UNITS,Milliosmoles per Milliliter,0,,1970-01-01,2099-12-31,
mPas,0,JNJ_CERNER_UNITS,Millipascal seconds,44777622,UCUM,1970-01-01,2099-12-31,
msec,0,JNJ_CERNER_UNITS,Milliseconds,9593,UCUM,1970-01-01,2099-12-31,
munit,0,JNJ_CERNER_UNITS,Milliunit,0,,1970-01-01,2099-12-31,
munit/day,0,JNJ_CERNER_UNITS,Milliunit per Day,0,,1970-01-01,2099-12-31,
munit/h,0,JNJ_CERNER_UNITS,Milliunit per Hour,0,,1970-01-01,2099-12-31,
munit/kg/day,0,JNJ_CERNER_UNITS,Milliunit per Kilogram per Day,0,,1970-01-01,2099-12-31,
munit/kg/h,0,JNJ_CERNER_UNITS,Milliunit per Kilogram per Hour,0,,1970-01-01,2099-12-31,
munit/kg/min,0,JNJ_CERNER_UNITS,Milliunit per Kilogram per Minute,0,,1970-01-01,2099-12-31,
mU/L,0,JNJ_CERNER_UNITS,Milliunit per Liter,44777578,UCUM,1970-01-01,2099-12-31,
munit/mL,0,JNJ_CERNER_UNITS,Milliunit per Milliliter,8719,UCUM,1970-01-01,2099-12-31,
munit/min,0,JNJ_CERNER_UNITS,Milliunit per Minute,0,,1970-01-01,2099-12-31,
ng/kg/day,0,JNJ_CERNER_UNITS,Nanograms per Kilograms per Day,0,,1970-01-01,2099-12-31,
ng/kg/h,0,JNJ_CERNER_UNITS,Nanograms per Kilograms per Hour,0,,1970-01-01,2099-12-31,
ng TDP/gm,0,JNJ_CERNER_UNITS,Nanograms TDP per Gram,0,,1970-01-01,2099-12-31,
ng/umol,0,JNJ_CERNER_UNITS,Nanograms per Micromole,0,,1970-01-01,2099-12-31,
ng/munit,0,JNJ_CERNER_UNITS,Nanograms per milliUnit,0,,1970-01-01,2099-12-31,
ng/min,0,JNJ_CERNER_UNITS,Nanograms per Minute,0,,1970-01-01,2099-12-31,
ng/m2,0,JNJ_CERNER_UNITS,Nanograms per Square Meter,9603,UCUM,1970-01-01,2099-12-31,
ng/m2/day,0,JNJ_CERNER_UNITS,Nanograms per Square Meter per Day,0,,1970-01-01,2099-12-31,
ng/m2/h,0,JNJ_CERNER_UNITS,Nanograms per Square Meter per Hour,0,,1970-01-01,2099-12-31,
ng/m2/min,0,JNJ_CERNER_UNITS,Nanograms per Square Meter per Minute,0,,1970-01-01,2099-12-31,
nL,0,JNJ_CERNER_UNITS,Nanoliter,9606,UCUM,1970-01-01,2099-12-31,
nmol/h/mL,0,JNJ_CERNER_UNITS,Nanomoles per Hour per Milliliter,44777631,UCUM,1970-01-01,2099-12-31,
nmol BCE,0,JNJ_CERNER_UNITS,Nanomoles Bone Collagen Equivalents,8665,UCUM,1970-01-01,2099-12-31,
nmol/mL/min,0,JNJ_CERNER_UNITS,Nanomoles PABA per Milliliter Plasma per Minute,0,,1970-01-01,2099-12-31,
nmol/h/mg,0,JNJ_CERNER_UNITS,Nanomoles per Hour per Milligrams,0,,1970-01-01,2099-12-31,
nmol/sec/L,0,JNJ_CERNER_UNITS,Nanomoles per Second per Liter,0,,1970-01-01,2099-12-31,
nmol/gm/h,0,JNJ_CERNER_UNITS,Nanomoles per Gram per Hour,0,,1970-01-01,2099-12-31,
nmol/h/mL dup,0,JNJ_CERNER_UNITS,Nanomoles per Hour per Milliliter dup,0,,1970-01-01,2099-12-31,
nmol/mL/min,0,JNJ_CERNER_UNITS,Nanomoles per Millilter per Minute,0,,1970-01-01,2099-12-31,
nmol BCE/mmol,0,JNJ_CERNER_UNITS,Nanomoles Bone Collagen Equivalents per Millimoles,0,,1970-01-01,2099-12-31,
Organisms/mL,0,JNJ_CERNER_UNITS,Organisms per Millilter,0,,1970-01-01,2099-12-31,
packs,0,JNJ_CERNER_UNITS,Packs,0,,1970-01-01,2099-12-31,
Pessary,0,JNJ_CERNER_UNITS,Pessary,45756956,SNOMED,1970-01-01,2099-12-31,
pmol/h/mg,0,JNJ_CERNER_UNITS,Picomoles per Hour per Milligram,0,,1970-01-01,2099-12-31,
pmol/min/h,0,JNJ_CERNER_UNITS,Picomoles per Minute per Hour,0,,1970-01-01,2099-12-31,
pmol/mL/h,0,JNJ_CERNER_UNITS,Picomoles per Milliliter per Hour,0,,1970-01-01,2099-12-31,
Plaster,0,JNJ_CERNER_UNITS,Plaster,45756969,SNOMED,1970-01-01,2099-12-31,
GBP/annum,0,JNJ_CERNER_UNITS,Pounds Sterling per Annum,0,,1970-01-01,2099-12-31,
GBP/day,0,JNJ_CERNER_UNITS,Pounds Sterling per Day,0,,1970-01-01,2099-12-31,
GBP/h,0,JNJ_CERNER_UNITS,Pounds Sterling per Hour,0,,1970-01-01,2099-12-31,
GBP/mo,0,JNJ_CERNER_UNITS,Pounds Sterling per Month,0,,1970-01-01,2099-12-31,
GBP/wk,0,JNJ_CERNER_UNITS,Pounds Sterling per Week,0,,1970-01-01,2099-12-31,
Protein/kg,0,JNJ_CERNER_UNITS,Protein per Kilogram,0,,1970-01-01,2099-12-31,
RLU,0,JNJ_CERNER_UNITS,Relative Light Units,0,,1970-01-01,2099-12-31,
Sample Cut-off,0,JNJ_CERNER_UNITS,Sample Over Cut-off,0,,1970-01-01,2099-12-31,
m2/day,0,JNJ_CERNER_UNITS,Square Meters per Day,0,,1970-01-01,2099-12-31,
Straw,0,JNJ_CERNER_UNITS,Straw,45756987,SNOMED,1970-01-01,2099-12-31,
Tabs,0,JNJ_CERNER_UNITS,Tabs,0,,1970-01-01,2099-12-31,
{TSI_index},0,JNJ_CERNER_UNITS,Thyroid-Stimulating Immunoglobulin Index,0,,1970-01-01,2099-12-31,
Torr,0,JNJ_CERNER_UNITS,Torr,0,,1970-01-01,2099-12-31,
Tot/mechanical,0,JNJ_CERNER_UNITS,Total per Mechanical,0,,1970-01-01,2099-12-31,
ugE1/g,0,JNJ_CERNER_UNITS,Micrograms E1 per Gram,0,,1970-01-01,2099-12-31,
10*10,0,JNJ_CERNER_UNITS,10 Billion,0,,1970-01-01,2099-12-31,
U/mm,0,JNJ_CERNER_UNITS,Units per Millimeter,0,,1970-01-01,2099-12-31,
U/mmol,0,JNJ_CERNER_UNITS,Units per Millimole,0,,1970-01-01,2099-12-31,
U/Collection,0,JNJ_CERNER_UNITS,Units per Collection,0,,1970-01-01,2099-12-31,
10*12/L,0,JNJ_CERNER_UNITS,Trillion per Liter,8734,UCUM,1970-01-01,2099-12-31,
10*3/uL,0,JNJ_CERNER_UNITS,Thousand per Microlitre,8848,UCUM,1970-01-01,2099-12-31,
10*6/L,0,JNJ_CERNER_UNITS,Million per Liter,9442,UCUM,1970-01-01,2099-12-31,
10*6/uL,0,JNJ_CERNER_UNITS,Million per Microliter,8815,UCUM,1970-01-01,2099-12-31,
10*6/spec,0,JNJ_CERNER_UNITS,Million per Specimen,9441,UCUM,1970-01-01,2099-12-31,
10*9/L,0,JNJ_CERNER_UNITS,Billion per Liter,9444,UCUM,1970-01-01,2099-12-31,
AI,0,JNJ_CERNER_UNITS,Adequate Intake (AI),0,,1970-01-01,2099-12-31,
J,0,JNJ_CERNER_UNITS,Joule,9522,UCUM,1970-01-01,2099-12-31,
{Log_IU},0,JNJ_CERNER_UNITS,Log International Unit,0,,1970-01-01,2099-12-31,
uCi,0,JNJ_CERNER_UNITS,Microcuries,0,,1970-01-01,2099-12-31,
OD Ratio,0,JNJ_CERNER_UNITS,Optical Densities Ratio (OD Ratio),0,,1970-01-01,2099-12-31,
{s_co_ratio},0,JNJ_CERNER_UNITS,Signal Cutoff Ratio,8779,UCUM,1970-01-01,2099-12-31,
Threshold,0,JNJ_CERNER_UNITS,Threshold,0,,1970-01-01,2099-12-31,
W,0,JNJ_CERNER_UNITS,Watt,9678,UCUM,1970-01-01,2099-12-31,
[bbl_us],0,JNJ_CERNER_UNITS,Barrel,9261,UCUM,1970-01-01,2099-12-31,
[bf_i],0,JNJ_CERNER_UNITS,Board Foot,9263,UCUM,1970-01-01,2099-12-31,
[crd_us],0,JNJ_CERNER_UNITS,Cord,0,,1970-01-01,2099-12-31,
[cft_i],0,JNJ_CERNER_UNITS,Cubic Foot,9277,UCUM,1970-01-01,2099-12-31,
[cin_i],0,JNJ_CERNER_UNITS,Cubic Inch,9283,UCUM,1970-01-01,2099-12-31,
[cyd_i],0,JNJ_CERNER_UNITS,Cubic Yard,9288,UCUM,1970-01-01,2099-12-31,
hL,0,JNJ_CERNER_UNITS,Hectoliter,9520,UCUM,1970-01-01,2099-12-31,
kL,0,JNJ_CERNER_UNITS,Kiloliter,9535,UCUM,1970-01-01,2099-12-31,
pL,0,JNJ_CERNER_UNITS,Picoliter,9628,UCUM,1970-01-01,2099-12-31,
{count},0,JNJ_CERNER_UNITS,Count,0,,1970-01-01,2099-12-31,
Ci,0,JNJ_CERNER_UNITS,Curie,9480,UCUM,1970-01-01,2099-12-31,
{ElisaU}/mL,0,JNJ_CERNER_UNITS,Elisa Units per Milliliter,9426,UCUM,1970-01-01,2099-12-31,
g/[100]g,0,JNJ_CERNER_UNITS,Gram per 100 Gram,9508,UCUM,1970-01-01,2099-12-31,
kg/L,0,JNJ_CERNER_UNITS,Kilograms Per Liter,0,,1970-01-01,2099-12-31,
kg/mol,0,JNJ_CERNER_UNITS,Kilograms Per Mole,0,,1970-01-01,2099-12-31,
k[iU]/mL,0,JNJ_CERNER_UNITS,KiloInternational Units per Milliliter,0,,1970-01-01,2099-12-31,
m[Hg],0,JNJ_CERNER_UNITS,Meter of Mercury Column,9548,UCUM,1970-01-01,2099-12-31,
m[H2O],0,JNJ_CERNER_UNITS,Meter of Water Column,9547,UCUM,1970-01-01,2099-12-31,
ueq/L dup,0,JNJ_CERNER_UNITS,Microequivalents per Liter dup,8875,UCUM,1970-01-01,2099-12-31,
ueq/mL,0,JNJ_CERNER_UNITS,Microequivalents per MilliLiter,9654,UCUM,1970-01-01,2099-12-31,
ug/ng,0,JNJ_CERNER_UNITS,Micrograms per Nanogram,0,,1970-01-01,2099-12-31,
umol/mg,0,JNJ_CERNER_UNITS,Micromoles per Milligram,9670,UCUM,1970-01-01,2099-12-31,
umol/min/g,0,JNJ_CERNER_UNITS,Micromoles per Minute per Gram,0,,1970-01-01,2099-12-31,
meq/g,0,JNJ_CERNER_UNITS,MilliEquivalents per Gram,9554,UCUM,1970-01-01,2099-12-31,
mmol/dL dup,0,JNJ_CERNER_UNITS,Millimoles per Deciliter dup,0,,1970-01-01,2099-12-31,
mmol/g,0,JNJ_CERNER_UNITS,Millimoles per Gram,9576,UCUM,1970-01-01,2099-12-31,
mol/m3,0,JNJ_CERNER_UNITS,Moles per Cubic Meter,9587,UCUM,1970-01-01,2099-12-31,
mol/kg,0,JNJ_CERNER_UNITS,Moles per Kilogram,9585,UCUM,1970-01-01,2099-12-31,
nmol/mol,0,JNJ_CERNER_UNITS,Nanomoles per Mole,0,,1970-01-01,2099-12-31,
ns,0,JNJ_CERNER_UNITS,Nanosecond,9616,UCUM,1970-01-01,2099-12-31,
N,0,JNJ_CERNER_UNITS,Newton,9599,UCUM,1970-01-01,2099-12-31,
{#},0,JNJ_CERNER_UNITS,Number,0,,1970-01-01,2099-12-31,
/dL,0,JNJ_CERNER_UNITS,per Deciliter,9245,UCUM,1970-01-01,2099-12-31,
/mg,0,JNJ_CERNER_UNITS,per Milligram,9256,UCUM,1970-01-01,2099-12-31,
/m2,0,JNJ_CERNER_UNITS,per Square Meter,9255,UCUM,1970-01-01,2099-12-31,
[pH],0,JNJ_CERNER_UNITS,pH,8482,UCUM,1970-01-01,2099-12-31,
pg/L,0,JNJ_CERNER_UNITS,Picograms per Liter,0,,1970-01-01,2099-12-31,
pg/mm,0,JNJ_CERNER_UNITS,Picograms per Millimeter,0,,1970-01-01,2099-12-31,
pm,0,JNJ_CERNER_UNITS,Picometer,9629,UCUM,1970-01-01,2099-12-31,
pmol/dL,0,JNJ_CERNER_UNITS,Picomoles per Deciliter,9631,UCUM,1970-01-01,2099-12-31,
pmol/umol,0,JNJ_CERNER_UNITS,Picomoles per Micromole,9633,UCUM,1970-01-01,2099-12-31,
pmol/mL,0,JNJ_CERNER_UNITS,Picomoles per Milliliter,9632,UCUM,1970-01-01,2099-12-31,
[pnt],0,JNJ_CERNER_UNITS,Point,9384,UCUM,1970-01-01,2099-12-31,
P,0,JNJ_CERNER_UNITS,Poise,9622,UCUM,1970-01-01,2099-12-31,
[rd_us],0,JNJ_CERNER_UNITS,Rod,0,,1970-01-01,2099-12-31,
T,0,JNJ_CERNER_UNITS,Tesla,9646,UCUM,1970-01-01,2099-12-31,
V,0,JNJ_CERNER_UNITS,Volt,9677,UCUM,1970-01-01,2099-12-31,
10*6/mL,0,JNJ_CERNER_UNITS,Million per Milliliter,8816,UCUM,1970-01-01,2099-12-31,
10*9/uL,0,JNJ_CERNER_UNITS,Billion per Microliter,9446,UCUM,1970-01-01,2099-12-31,
10*9/mL,0,JNJ_CERNER_UNITS,Billion per Milliliter,9445,UCUM,1970-01-01,2099-12-31,
